group_536,,hypothetical protein,OCAFGGHM_01691,GPENAHNM_00468
group_535,,hypothetical protein,OCAFGGHM_01690,GPENAHNM_00469
prfC,prfC,Peptide chain release factor 3,OCAFGGHM_01688,GPENAHNM_00471
corC,corC,Magnesium and cobalt efflux protein CorC,OCAFGGHM_01689,GPENAHNM_00470
nadK,nadK,NAD kinase,OCAFGGHM_01678,GPENAHNM_01295
yjbK,;yjbK,hypothetical protein;Putative triphosphatase YjbK,OCAFGGHM_01676,GPENAHNM_01293
yjbM,yjbM,GTP pyrophosphokinase YjbM,OCAFGGHM_01677,GPENAHNM_01294
spxH,spxH,ClpXP adapter protein SpxH,OCAFGGHM_01675,GPENAHNM_01292
group_534,,hypothetical protein,OCAFGGHM_01679,GPENAHNM_01296
group_533,,hypothetical protein,OCAFGGHM_01680,GPENAHNM_01297
smc_7,smc_7,Chromosome partition protein Smc,OCAFGGHM_01665,GPENAHNM_01381
group_532,,hypothetical protein,OCAFGGHM_01659,GPENAHNM_00102
nfr1,nfr1,NADH-dependent flavin reductase subunit 1,OCAFGGHM_01657,GPENAHNM_00100
group_531,,hypothetical protein,OCAFGGHM_01658,GPENAHNM_00101
nfr2,nfr2,NADH-dependent flavin reductase subunit 2,OCAFGGHM_01656,GPENAHNM_00099
mupG,mupG,6-phospho-N-acetylmuramidase,OCAFGGHM_01655,GPENAHNM_00098
iphP,iphP,Tyrosine-protein phosphatase,OCAFGGHM_01654,GPENAHNM_00893
group_530,,hypothetical protein,OCAFGGHM_01644,GPENAHNM_00576
group_529,,Alpha-monoglucosyldiacylglycerol synthase,OCAFGGHM_01642,GPENAHNM_00578
cpoA,cpoA,Alpha-galactosylglucosyldiacylglycerol synthase,OCAFGGHM_01643,GPENAHNM_00577
ecsA,ecsA,ABC-type transporter ATP-binding protein EcsA,OCAFGGHM_01632,GPENAHNM_00685
hit,hit,Protein hit,OCAFGGHM_01631,GPENAHNM_00686
group_528,,hypothetical protein,OCAFGGHM_01633,GPENAHNM_00684
pheT_2,pheT_2,Phenylalanine--tRNA ligase beta subunit,OCAFGGHM_01636,GPENAHNM_00681
ytpP,ytpP,Thioredoxin-like protein YtpP,OCAFGGHM_01635,GPENAHNM_00682
group_527,,hypothetical protein,OCAFGGHM_01637,GPENAHNM_00680
trmB,trmB,tRNA (guanine-N(7)-)-methyltransferase,OCAFGGHM_01634,GPENAHNM_00683
hdfR,hdfR,HTH-type transcriptional regulator HdfR,OCAFGGHM_01627,GPENAHNM_00375
nanE,nanE,Putative N-acetylmannosamine-6-phosphate 2-epimerase,OCAFGGHM_01629,GPENAHNM_00377
ptsG,ptsG,PTS system glucose-specific EIICBA component,OCAFGGHM_01628,GPENAHNM_00376
ybbH,ybbH,putative HTH-type transcriptional regulator YbbH,OCAFGGHM_01630,GPENAHNM_00378
dtpT,dtpT,Di-/tripeptide transporter,OCAFGGHM_01617,GPENAHNM_00718
mmgB,mmgB,putative 3-hydroxybutyryl-CoA dehydrogenase,OCAFGGHM_01616,GPENAHNM_00716
cladc,cla-dc,CLA biosynthesis isomerase,OCAFGGHM_01615,GPENAHNM_00715
iolU,iolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,OCAFGGHM_01612,GPENAHNM_00712
claer,cla-er,CLA biosynthesis enone reductase,OCAFGGHM_01614,GPENAHNM_00714
group_525,guaA_2,GMP synthase [glutamine-hydrolyzing],OCAFGGHM_01613,GPENAHNM_00713
pbpA,pbpA,Penicillin-binding protein 2A,OCAFGGHM_01605,GPENAHNM_00540
yqgQ,yqgQ,putative protein YqgQ,OCAFGGHM_01609,GPENAHNM_00536
glpE,glpE,Thiosulfate sulfurtransferase GlpE,OCAFGGHM_01610,GPENAHNM_00535
rpmGA_1,rpmGA_1,Large ribosomal subunit protein bL33A,OCAFGGHM_01606,GPENAHNM_00539
yqgN,yqgN,putative protein YqgN,OCAFGGHM_01607,GPENAHNM_00538
group_524,,hypothetical protein,OCAFGGHM_01611,GPENAHNM_00534
glpG~~~gluP,glpG;gluP,Rhomboid protease GlpG;Rhomboid protease GluP,OCAFGGHM_01608,GPENAHNM_00537
group_523,,hypothetical protein,OCAFGGHM_01601,GPENAHNM_00691
yhaM,yhaM,3'-5' exoribonuclease YhaM,OCAFGGHM_01603,GPENAHNM_00689
group_522,,hypothetical protein,OCAFGGHM_01600,GPENAHNM_00692
prsA,prsA,Foldase protein PrsA,OCAFGGHM_01604,GPENAHNM_00688
group_521,,hypothetical protein,OCAFGGHM_01602,GPENAHNM_00690
cas2,cas2,CRISPR-associated endoribonuclease Cas2,OCAFGGHM_01593,GPENAHNM_00705
cas9,cas9,CRISPR-associated endonuclease Cas9,OCAFGGHM_01591,GPENAHNM_00707
group_520,,hypothetical protein,OCAFGGHM_01594,GPENAHNM_00704
cas1,cas1,CRISPR-associated endonuclease Cas1,OCAFGGHM_01592,GPENAHNM_00706
group_519,,PhoH-like protein,OCAFGGHM_01586,GPENAHNM_00996
yqfL,yqfL,Putative pyruvate phosphate dikinase regulatory protein,OCAFGGHM_01583,GPENAHNM_00999
era,era,GTPase Era,OCAFGGHM_01589,GPENAHNM_00993
ybeY,ybeY,Endoribonuclease YbeY,OCAFGGHM_01587,GPENAHNM_00995
yqeY,yqeY,putative protein YqeY,OCAFGGHM_01585,GPENAHNM_00997
rpsU,rpsU,Small ribosomal subunit protein bS21,OCAFGGHM_01584,GPENAHNM_00998
cdd,cdd,Cytidine deaminase,OCAFGGHM_01588,GPENAHNM_00994
msrB,msrB,Peptide methionine sulfoxide reductase MsrB,OCAFGGHM_01580,GPENAHNM_01002
group_518,,hypothetical protein,OCAFGGHM_01582,GPENAHNM_01000
recO,recO,DNA repair protein RecO,OCAFGGHM_01590,GPENAHNM_00992
msrA2,msrA2,Peptide methionine sulfoxide reductase MsrA 2,OCAFGGHM_01581,GPENAHNM_01001
arcD1_1,arcD1_1,Arginine/ornithine antiporter ArcD1,OCAFGGHM_01574,GPENAHNM_00275
arcA,arcA,Arginine deiminase,OCAFGGHM_01576,GPENAHNM_00273
argF,argF,Ornithine carbamoyltransferase,OCAFGGHM_01578,GPENAHNM_00271
arcC1,arcC1,Carbamate kinase 1,OCAFGGHM_01577,GPENAHNM_00272
arcD1_2,arcD1_2,Arginine/ornithine antiporter ArcD1,OCAFGGHM_01575,GPENAHNM_00274
group_517,,hypothetical protein,OCAFGGHM_01579,GPENAHNM_00270
group_516,,hypothetical protein,OCAFGGHM_01570,GPENAHNM_00795
group_515,,hypothetical protein,OCAFGGHM_01571,GPENAHNM_00794
group_514,,hypothetical protein,OCAFGGHM_01572,GPENAHNM_00791
garK,garK,Glycerate 2-kinase,OCAFGGHM_01573,GPENAHNM_00790
yfmL,yfmL,putative ATP-dependent RNA helicase YfmL,OCAFGGHM_01549,GPENAHNM_00448
group_511,,hypothetical protein,OCAFGGHM_01545,GPENAHNM_00452
group_510,,hypothetical protein,OCAFGGHM_01546,GPENAHNM_00451
mnaA,mnaA,UDP-N-acetylglucosamine 2-epimerase,OCAFGGHM_01544,GPENAHNM_00453
hpt,hpt,Hypoxanthine-guanine phosphoribosyltransferase,OCAFGGHM_01552,GPENAHNM_00445
group_509,,hypothetical protein,OCAFGGHM_01550,GPENAHNM_00447
celB,celB,PTS system cellobiose-specific EIIC component,OCAFGGHM_01548,GPENAHNM_00449
steT_2,steT_2,Serine/threonine exchanger SteT,OCAFGGHM_01551,GPENAHNM_00446
group_508,,hypothetical protein,OCAFGGHM_01553,GPENAHNM_00444
dhaM,dhaM,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,OCAFGGHM_01538,GPENAHNM_00783
glpF_1~~~glpF_2,glpF_1;glpF_2,Glycerol uptake facilitator protein,OCAFGGHM_01537,GPENAHNM_00784;GPENAHNM_00785
dhaL,dhaL,PTS-dependent dihydroxyacetone kinase ADP-binding subunit DhaL,OCAFGGHM_01539,GPENAHNM_00782
group_507,,hypothetical protein,OCAFGGHM_01541,GPENAHNM_00780
group_506,,hypothetical protein,OCAFGGHM_01536,GPENAHNM_00786
glmS,glmS,Glutamine--fructose-6-phosphate aminotransferase [isomerizing],OCAFGGHM_01535,GPENAHNM_00787
group_505,,hypothetical protein,OCAFGGHM_01542,GPENAHNM_00779
dhaK,dhaK,PTS-dependent dihydroxyacetone kinase dihydroxyacetone-binding subunit DhaK,OCAFGGHM_01540,GPENAHNM_00781
rnj,rnj,Ribonuclease J,OCAFGGHM_01526,GPENAHNM_00848
lacF,lacF,Lactose transport system permease protein LacF,OCAFGGHM_01528,GPENAHNM_00850
group_504,,hypothetical protein;Protein ADP-ribosyltransferase,OCAFGGHM_01532,GPENAHNM_00854
smoH,smoH,Sulfoquinovosyl glycerol transport system permease protein SmoH,OCAFGGHM_01527,GPENAHNM_00849
group_503,,hypothetical protein,OCAFGGHM_01530,GPENAHNM_00852
group_502,uup_6,ATP-binding protein Uup,OCAFGGHM_01529,GPENAHNM_00851
polC_3~~~polC_2,polC_3;polC_2,DNA polymerase III PolC-type,OCAFGGHM_01531,GPENAHNM_00853
group_501,,hypothetical protein,OCAFGGHM_01525,GPENAHNM_00847
citF,citF,Citrate lyase alpha chain,OCAFGGHM_01524,GPENAHNM_01015
citD,citD,Citrate lyase acyl carrier protein,OCAFGGHM_01522,GPENAHNM_01017
citX,citX,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,OCAFGGHM_01516,GPENAHNM_01023
yjmC,yjmC,putative oxidoreductase YjmC,OCAFGGHM_01517,GPENAHNM_01022
ldh,ldh,L-lactate dehydrogenase,OCAFGGHM_01518,GPENAHNM_01021
ydjP,ydjP,AB hydrolase superfamily protein YdjP,OCAFGGHM_01519,GPENAHNM_01020
citC,citC,[Citrate [pro-3S]-lyase] ligase,OCAFGGHM_01521,GPENAHNM_01018
citE,citE,Citrate lyase subunit beta,OCAFGGHM_01523,GPENAHNM_01016
sorC,sorC,Sorbitol operon regulator,OCAFGGHM_01520,GPENAHNM_01019
group_500,,hypothetical protein,OCAFGGHM_01487,GPENAHNM_01013
group_499,,hypothetical protein,OCAFGGHM_01490,GPENAHNM_01010
dtd,dtd,D-aminoacyl-tRNA deacylase,OCAFGGHM_01492,GPENAHNM_01008
group_498,,hypothetical protein,OCAFGGHM_01495,GPENAHNM_01005
relA,relA,GTP pyrophosphokinase,OCAFGGHM_01491,GPENAHNM_01009
group_497,,hypothetical protein,OCAFGGHM_01496,GPENAHNM_01004
prmA,prmA,Ribosomal protein L11 methyltransferase,OCAFGGHM_01489,GPENAHNM_01011
ybaK,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,OCAFGGHM_01488,GPENAHNM_01012
aspS,aspS,Aspartate--tRNA ligase,OCAFGGHM_01494,GPENAHNM_01006
hisS,hisS,Histidine--tRNA ligase,OCAFGGHM_01493,GPENAHNM_01007
bglC,bglC,Aryl-phospho-beta-D-glucosidase BglC,OCAFGGHM_01481,GPENAHNM_00365
rbsD,rbsD,D-ribose pyranase,OCAFGGHM_01476,GPENAHNM_00370
rbsA,rbsA,Ribose import ATP-binding protein RbsA,OCAFGGHM_01477,GPENAHNM_00369
rbsC,rbsC,Ribose import permease protein RbsC,OCAFGGHM_01478,GPENAHNM_00368
palQ~~~malL_1,palQ;malL_1,Palatinase;Oligo-16-glucosidase,OCAFGGHM_01486,GPENAHNM_00357
gmuC~~~licC_2,gmuC;licC_2,PTS system oligo-beta-mannoside-specific EIIC component;Lichenan permease IIC component,OCAFGGHM_01482,GPENAHNM_00364
rbsB_2,rbsB_2,Ribose import binding protein RbsB,OCAFGGHM_01479,GPENAHNM_00367
hcaR~~~gltC_3,hcaR;gltC_3,Hca operon transcriptional activator HcaR;Transcriptional dual regulator GltC,OCAFGGHM_01484,GPENAHNM_00359
ifcA~~~vprA_1,ifcA;vprA_1,putative fumarate reductase Ifc3;Vinyl phenol reductase,OCAFGGHM_01483,GPENAHNM_00360
gmuR_2,gmuR_2,HTH-type transcriptional regulator GmuR,OCAFGGHM_01480,GPENAHNM_00366
rbsR_2,rbsR_2,Ribose operon repressor,OCAFGGHM_01485,GPENAHNM_00358
yumC,yumC,Ferredoxin--NADP reductase 2,OCAFGGHM_01474,GPENAHNM_00283
group_496,,hypothetical protein,OCAFGGHM_01467,GPENAHNM_00290
arcD,arcD,Arginine/ornithine antiporter,OCAFGGHM_01465,GPENAHNM_00292
ypjQ,ypjQ,putative protein YpjQ,OCAFGGHM_01473,GPENAHNM_00284
glyA,glyA,Serine hydroxymethyltransferase,OCAFGGHM_01471,GPENAHNM_00286
group_495,,hypothetical protein,OCAFGGHM_01470,GPENAHNM_00287
dedA,dedA,DedA family protein,OCAFGGHM_01472,GPENAHNM_00285
uvrA_2~~~uvrA_1,uvrA_2;uvrA_1,UvrABC system protein A,OCAFGGHM_01468,GPENAHNM_00289
group_494,,hypothetical protein,OCAFGGHM_01466,GPENAHNM_00291
group_493,,hypothetical protein,OCAFGGHM_01469,GPENAHNM_00288
syfD,syfD,putative syringafactin export ATP-binding/permease protein SyfD,OCAFGGHM_01463,GPENAHNM_00825
betI_2,betI_2,HTH-type transcriptional regulator BetI,OCAFGGHM_01464,GPENAHNM_00824
ygcS_1,ygcS_1,Inner membrane metabolite transport protein YgcS,OCAFGGHM_01460,GPENAHNM_00827
ygcS_2~~~ygcS_1,ygcS_2;ygcS_1,Inner membrane metabolite transport protein YgcS,OCAFGGHM_01461,GPENAHNM_00826
ysdC,ysdC,Putative aminopeptidase YsdC,OCAFGGHM_01459,GPENAHNM_00828
ykoE,ykoE,Putative HMP/thiamine permease protein YkoE,OCAFGGHM_01458,GPENAHNM_00829
gtaB,gtaB,UTP--glucose-1-phosphate uridylyltransferase,OCAFGGHM_01449,GPENAHNM_00460
bioH_3,bioH_3,Pimeloyl-[acyl-carrier protein] methyl ester esterase,OCAFGGHM_01447,GPENAHNM_00462
mvaA,mvaA,3-hydroxy-3-methylglutaryl-coenzyme A reductase,OCAFGGHM_01445,GPENAHNM_00464
elaA,elaA,Protein ElaA,OCAFGGHM_01454,GPENAHNM_00455
group_491,,hypothetical protein,OCAFGGHM_01453,GPENAHNM_00456
map,map,Methionine aminopeptidase 1,OCAFGGHM_01451,GPENAHNM_00458
thlA,thlA,Acetyl-CoA acetyltransferase,OCAFGGHM_01446,GPENAHNM_00463
group_490,,hypothetical protein,OCAFGGHM_01450,GPENAHNM_00459
rlmCD,rlmCD,23S rRNA (uracil-C(5))-methyltransferase RlmCD,OCAFGGHM_01443,GPENAHNM_00466
group_489,,Flavodoxin,OCAFGGHM_01452,GPENAHNM_00457
group_488,,hypothetical protein,OCAFGGHM_01448,GPENAHNM_00461
mvaS,mvaS,Hydroxymethylglutaryl-CoA synthase,OCAFGGHM_01444,GPENAHNM_00465
group_487,,hypothetical protein,OCAFGGHM_01455,GPENAHNM_00454
group_486,,hypothetical protein,OCAFGGHM_01410,GPENAHNM_01286
group_485,,hypothetical protein,OCAFGGHM_01412,GPENAHNM_01284
clpE_2,clpE_2,ATP-dependent Clp protease ATP-binding subunit ClpE,OCAFGGHM_01411,GPENAHNM_01285
ptsI,ptsI,Phosphoenolpyruvate-protein phosphotransferase,OCAFGGHM_01408,GPENAHNM_01288
group_484,,hypothetical protein,OCAFGGHM_01405,GPENAHNM_01291
mecA,mecA,Adapter protein MecA 1,OCAFGGHM_01406,GPENAHNM_01290
spx,spx,Global transcriptional regulator Spx,OCAFGGHM_01407,GPENAHNM_01289
galE_2,galE_2,UDP-glucose 4-epimerase,OCAFGGHM_01415,GPENAHNM_01281
ptsH,ptsH,Phosphocarrier protein HPr,OCAFGGHM_01409,GPENAHNM_01287
galK_2,galK_2,Galactokinase,OCAFGGHM_01416,GPENAHNM_01280
galT,galT,Galactose-1-phosphate uridylyltransferase,OCAFGGHM_01414,GPENAHNM_01282
galM,galM,Aldose 1-epimerase,OCAFGGHM_01413,GPENAHNM_01283
metN,metN,Methionine import ATP-binding protein MetN,OCAFGGHM_01398,GPENAHNM_01030
csbB,csbB,Putative glycosyltransferase CsbB,OCAFGGHM_01392,GPENAHNM_01036
group_483,,hypothetical protein,OCAFGGHM_01395,GPENAHNM_01033
group_482,,hypothetical protein,OCAFGGHM_01393,GPENAHNM_01035
mscL,mscL,Large-conductance mechanosensitive channel,OCAFGGHM_01396,GPENAHNM_01032
group_481,,NADH:fumarate oxidoreductase,OCAFGGHM_01401,GPENAHNM_01027
dacA_3~~~dacA_2,dacA_3;dacA_2,D-alanyl-D-alanine carboxypeptidase DacA,OCAFGGHM_01404,GPENAHNM_01024
fumC,fumC,Fumarate hydratase class II,OCAFGGHM_01400,GPENAHNM_01028
yflS_3,yflS_3,Putative malate transporter YflS,OCAFGGHM_01403,GPENAHNM_01025
metP,metP,Methionine import system permease protein MetP,OCAFGGHM_01399,GPENAHNM_01029
group_480,,hypothetical protein,OCAFGGHM_01394,GPENAHNM_01034
yflS_2,yflS_2,Putative malate transporter YflS,OCAFGGHM_01402,GPENAHNM_01026
metQ,metQ,putative D-methionine-binding lipoprotein MetQ,OCAFGGHM_01397,GPENAHNM_01031
rpoY,rpoY,DNA-directed RNA polymerase subunit epsilon,OCAFGGHM_01386,GPENAHNM_00021
group_479,,hypothetical protein,OCAFGGHM_01389,GPENAHNM_00024
coaD,coaD,Phosphopantetheine adenylyltransferase,OCAFGGHM_01380,GPENAHNM_00015
rnj1,rnj1,Ribonuclease J 1,OCAFGGHM_01387,GPENAHNM_00022
pnbA_1,;pnbA_1,hypothetical protein;4-nitrobenzoate reductase,OCAFGGHM_01431,GPENAHNM_00001
comEA,comEA,ComE operon protein 1,OCAFGGHM_01378,GPENAHNM_00013
recD2,recD2,ATP-dependent RecD2 DNA helicase,OCAFGGHM_01388,GPENAHNM_00023
clpX,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,OCAFGGHM_01434,GPENAHNM_00004
comEC,;comEC,hypothetical protein;ComE operon protein 3,OCAFGGHM_01442;OCAFGGHM_01377,GPENAHNM_00012
pspA_2,pspA_2,Phosphoserine phosphatase 1,OCAFGGHM_01390,GPENAHNM_00025
rnj2,rnj2,Ribonuclease J 2,OCAFGGHM_01438,GPENAHNM_00008
ylbL,ylbL,putative protein YlbL,OCAFGGHM_01379,GPENAHNM_00014
engB,engB,putative GTP-binding protein EngB,OCAFGGHM_01433,GPENAHNM_00003
tuf,tuf,Elongation factor Tu,OCAFGGHM_01436,GPENAHNM_00006
rpsT,rpsT,Small ribosomal subunit protein bS20,OCAFGGHM_01440,GPENAHNM_00010
ftsW,ftsW,putative peptidoglycan glycosyltransferase FtsW,OCAFGGHM_01383,GPENAHNM_00018
tig,tig,Trigger factor,OCAFGGHM_01435,GPENAHNM_00005
bipA,bipA,Large ribosomal subunit assembly factor BipA,OCAFGGHM_01384,GPENAHNM_00019
oxyR_2~~~oxyR,oxyR_2;oxyR,DNA-binding transcriptional dual regulator OxyR,OCAFGGHM_01391,GPENAHNM_00026
group_478,,hypothetical protein,OCAFGGHM_01382,GPENAHNM_00017
rpsO,rpsO,Small ribosomal subunit protein uS15,OCAFGGHM_01439,GPENAHNM_00009
group_477,,hypothetical protein,OCAFGGHM_01437,GPENAHNM_00007
group_476,,hypothetical protein,OCAFGGHM_01432,GPENAHNM_00002
rsmD,rsmD,Ribosomal RNA small subunit methyltransferase D,OCAFGGHM_01381,GPENAHNM_00016
holA,holA,DNA polymerase III subunit delta,OCAFGGHM_01441,GPENAHNM_00011
def2,def2,Peptide deformylase 2,OCAFGGHM_01385,GPENAHNM_00020
group_475,,hypothetical protein,OCAFGGHM_01364,GPENAHNM_00845
murK,murK,N-acetylmuramic acid/N-acetylglucosamine kinase,OCAFGGHM_01365,GPENAHNM_00844
group_474,,hypothetical protein,OCAFGGHM_01375,GPENAHNM_00834
group_473,,hypothetical protein,OCAFGGHM_01363,GPENAHNM_00846
group_472,,hypothetical protein,OCAFGGHM_01372,GPENAHNM_00837
group_471,,hypothetical protein,OCAFGGHM_01367,GPENAHNM_00842
group_470,,hypothetical protein,OCAFGGHM_01371,GPENAHNM_00838
group_469,,hypothetical protein,OCAFGGHM_01373,GPENAHNM_00836
group_468,,hypothetical protein,OCAFGGHM_01369,GPENAHNM_00840
serS,serS,Serine--tRNA ligase,OCAFGGHM_01376,GPENAHNM_00833
gabD1,gabD1,Succinate-semialdehyde dehydrogenase [NADP(+)] 1,OCAFGGHM_01370,GPENAHNM_00839
group_467,,hypothetical protein,OCAFGGHM_01368,GPENAHNM_00841
group_466,,hypothetical protein,OCAFGGHM_01374,GPENAHNM_00835
group_465,,hypothetical protein,OCAFGGHM_01366,GPENAHNM_00843
trpS2,trpS2,Tryptophan--tRNA ligase 2,OCAFGGHM_01351,GPENAHNM_01534
dinB_2,dinB_2,DNA polymerase IV,OCAFGGHM_01347,GPENAHNM_01538
rnmV,rnmV,Ribonuclease M5,OCAFGGHM_01357,GPENAHNM_01528
glmU,glmU,Bifunctional protein GlmU,OCAFGGHM_01361,GPENAHNM_01524
mgtB,mgtB,Magnesium-transporting ATPase P-type 1,OCAFGGHM_01354,GPENAHNM_01531
purR_1,purR_1,Purine biosynthesis transcriptional repressor PurR,OCAFGGHM_01360,GPENAHNM_01525
group_464,,hypothetical protein,OCAFGGHM_01348,GPENAHNM_01537
veg,veg,Protein Veg,OCAFGGHM_01359,GPENAHNM_01526
dtd3,dtd3,D-aminoacyl-tRNA deacylase,OCAFGGHM_01356,GPENAHNM_01529
tadA_3,tadA_3,tRNA-specific adenosine deaminase,OCAFGGHM_01352,GPENAHNM_01533
group_463,,hypothetical protein,OCAFGGHM_01353,GPENAHNM_01532
metG,metG,Methionine--tRNA ligase,OCAFGGHM_01355,GPENAHNM_01530
rsmA,rsmA,Ribosomal RNA small subunit methyltransferase A,OCAFGGHM_01358,GPENAHNM_01527
group_462,,hypothetical protein,OCAFGGHM_01349,GPENAHNM_01536
rluD_2~~~rluD_1,rluD_2;rluD_1,Ribosomal large subunit pseudouridine synthase D,OCAFGGHM_01336,GPENAHNM_00694
def,def;,Peptide deformylase;hypothetical protein,OCAFGGHM_01345,GPENAHNM_00702
ppsA,ppsA,Phosphoenolpyruvate synthase,OCAFGGHM_01346,GPENAHNM_00703
argS,argS,Arginine--tRNA ligase,OCAFGGHM_01338,GPENAHNM_00696
fba,fba,Fructose-bisphosphate aldolase,OCAFGGHM_01337,GPENAHNM_00695
dacA_2,dacA_2,D-alanyl-D-alanine carboxypeptidase DacA,OCAFGGHM_01340,GPENAHNM_00697
nnrD,nnrD,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,OCAFGGHM_01341,GPENAHNM_00698
group_459,,hypothetical protein,OCAFGGHM_01343,GPENAHNM_00700
smc_6,smc_6,Chromosome partition protein Smc,OCAFGGHM_01328,GPENAHNM_01102
rnc,rnc,Ribonuclease 3,OCAFGGHM_01327,GPENAHNM_01103
oppA_2~~~oppA,oppA_2;oppA,Oligopeptide-binding protein OppA,OCAFGGHM_01326,GPENAHNM_01104
ftsY,ftsY,Signal recognition particle receptor FtsY,OCAFGGHM_01329,GPENAHNM_01101
pepDA_3,pepDA_3,Dipeptidase A,OCAFGGHM_01330,GPENAHNM_01100
licC_2,licC_2,Lichenan permease IIC component,OCAFGGHM_01315,GPENAHNM_01246
pyrAA,pyrAA,Carbamoyl phosphate synthase pyrimidine-specific small chain,OCAFGGHM_01321,GPENAHNM_01239
lspA,lspA,Lipoprotein signal peptidase,OCAFGGHM_01319,GPENAHNM_01241
group_456,,hypothetical protein,OCAFGGHM_01316,GPENAHNM_01245
group_455,,hypothetical protein,OCAFGGHM_01323,GPENAHNM_01237
fhs1,fhs1,Formate--tetrahydrofolate ligase 1,OCAFGGHM_01318,GPENAHNM_01242
lacG,lacG,6-phospho-beta-galactosidase,OCAFGGHM_01313,GPENAHNM_01249
pyrAB,pyrAB,Carbamoyl phosphate synthase pyrimidine-specific large chain,OCAFGGHM_01322,GPENAHNM_01238
lacE_1~~~lacE~~~lacE_2,lacE_1;lacE;lacE_2,PTS system lactose-specific EIICB component,OCAFGGHM_01314,GPENAHNM_01248;GPENAHNM_01247
rluD_1~~~rluD_2,rluD_1;rluD_2,Ribosomal large subunit pseudouridine synthase D,OCAFGGHM_01320,GPENAHNM_01240
group_454,,hypothetical protein,OCAFGGHM_01317,GPENAHNM_01243
group_452,,hypothetical protein,OCAFGGHM_01312,GPENAHNM_00532
