Gene,Non-unique Gene name,Annotation,max_pident,max_aln_len,n_hits,qlen,max_cov
group_168,,hypothetical protein,68.991,554,2,519.0,1.067
menA,menA,14-dihydroxy-2-naphthoate octaprenyltransferase,69.155,820,4,900.0,0.911
group_98,,hypothetical protein,70.295,1084,2,1233.0,0.879
group_64,,hypothetical protein,70.996,231,2,234.0,0.987
yfnB,yfnB,Putative HAD-hydrolase YfnB,71.246,709,9,708.0,1.001
benM,benM,HTH-type transcriptional regulator BenM,71.429,844,8,924.0,0.913
group_54,,hypothetical protein,71.447,1578,2,1578.0,1.0
group_198,,hypothetical protein,72.093,215,1,288.0,0.747
cydC,cydC,Glutathione/L-cysteine transport system ATP-binding/permease protein CydC,72.611,1742,6,1737.0,1.003
qacC,qacC,Quaternary ammonium compound-resistance protein QacC,72.615,325,2,324.0,1.003
group_386,,putative amino-acid ABC transporter-binding protein,72.771,745,3,795.0,0.937
group_436,,hypothetical protein,73.165,1390,2,1377.0,1.009
group_174,,hypothetical protein,73.392,1710,2,1713.0,0.998
lctD_1,lctD_1,Lactate dehydrogenase (NAD(+)ferredoxin) subunit LctD,73.395,1402,4,1407.0,0.996
treA,treA,Trehalose-6-phosphate hydrolase,73.626,1591,26,1656.0,0.961
group_99,,hypothetical protein,74.235,394,6,444.0,0.887
dxs,dxs,1-deoxy-D-xylulose-5-phosphate synthase,74.257,1709,9,1743.0,0.98
group_392,,hypothetical protein,74.535,1124,9,1125.0,0.999
group_442,,hypothetical protein,74.59,389,4,411.0,0.946
group_260,,putative ABC transporter ATP-binding protein;hypothetical protein,74.635,891,11,903.0,0.987
group_410,pbuE_1,Purine efflux pump PbuE,74.664,561,4,1176.0,0.477
group_502,,hypothetical protein,75.072,345,7,366.0,0.943
group_85,,hypothetical protein,75.163,1224,2,1287.0,0.951
pepT_1,pepT_1,Peptidase T,75.304,1235,22,1266.0,0.976
group_440,,hypothetical protein,75.362,345,2,345.0,1.0
yflS_1,yflS_1,Putative malate transporter YflS,75.372,1413,13,1416.0,0.998
group_441,,hypothetical protein,75.413,484,2,486.0,0.996
pcp,pcp,Pyrrolidone-carboxylate peptidase,75.463,652,11,648.0,1.006
group_361,,hypothetical protein,75.635,866,1,864.0,1.002
group_405,,hypothetical protein,75.696,539,12,537.0,1.004
yxdM,yxdM,ABC transporter permease protein YxdM,75.781,1807,25,1800.0,1.004
group_335,,hypothetical protein,75.842,505,2,507.0,0.996
group_272,,hypothetical protein,76.25,1543,11,1542.0,1.001
cynR,cynR,HTH-type transcriptional regulator CynR,76.319,891,2,888.0,1.003
ccpA_1,ccpA_1,Catabolite control protein A,76.471,68,1,984.0,0.069
group_402,,hypothetical protein,76.643,1293,12,1317.0,0.982
uvrB_2,uvrB_2,UvrABC system protein B,76.79,2835,13,2811.0,1.009
glcU,;glcU,hypothetical protein;Glucose uptake protein GlcU,76.923,887,8,888.0,0.999
citX,citX,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,76.994,539,2,543.0,0.993
group_379,,hypothetical protein,77.251,422,4,432.0,0.977
fpgS,fpgS,Folylpolyglutamate synthase,77.273,1100,22,1251.0,0.879
purA,purA,Adenylosuccinate synthetase,77.354,1285,11,1293.0,0.994
group_368,,hypothetical protein,77.586,522,2,570.0,0.916
cydB,cydB,Cytochrome bd-I ubiquinol oxidase subunit 2,77.586,986,9,1017.0,0.97
group_327,,hypothetical protein,77.66,752,11,882.0,0.853
group_489,,hypothetical protein,77.88,651,2,660.0,0.986
group_246,,hypothetical protein,78.311,521,2,537.0,0.97
dhaM,dhaM,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,78.4,375,4,375.0,1.0
comEA,comEA,ComE operon protein 1,78.539,657,20,651.0,1.009
group_373,,hypothetical protein,78.672,497,2,495.0,1.004
group_253,,hypothetical protein,78.723,360,8,357.0,1.008
mepA_2,mepA_2,Multidrug export protein MepA,78.808,453,10,498.0,0.91
pepE_1,pepE_1,Aminopeptidase E,78.899,1317,46,1311.0,1.005
ribE,ribE,Riboflavin synthase,78.913,607,8,606.0,1.002
group_151,,hypothetical protein,78.953,936,2,930.0,1.006
glpF_2,glpF_2,Glycerol uptake facilitator protein,78.977,708,11,702.0,1.009
group_365,,hypothetical protein,79.09,1529,8,1527.0,1.001
group_472,,hypothetical protein,79.091,330,1,411.0,0.803
brnQ,brnQ,Branched-chain amino acid permease BrnQ,79.28,1361,22,1365.0,0.997
group_337,,hypothetical protein,79.515,825,2,825.0,1.0
toxN,toxN,Endoribonuclease ToxN,79.563,504,2,534.0,0.944
group_307,,hypothetical protein,79.605,1809,31,1809.0,1.0
group_438,,hypothetical protein,79.764,509,2,525.0,0.97
group_210,,Putative phosphatase,79.929,842,1,849.0,0.992
group_345,,hypothetical protein,80.134,1214,16,1236.0,0.982
mutM,mutM,Formamidopyrimidine-DNA glycosylase,80.218,824,11,828.0,0.995
group_148,,Acetyltransferase,80.235,425,2,429.0,0.991
mdtG,mdtG,Multidrug resistance protein MdtG,80.356,1209,12,1212.0,0.998
group_268,,putative ABC transporter ATP-binding protein,80.392,1794,34,1821.0,0.985
sufS,sufS,Cysteine desulfurase SufS,80.435,1198,6,1191.0,1.006
mvaA,mvaA,3-hydroxy-3-methylglutaryl-coenzyme A reductase,80.457,1182,11,1188.0,0.995
ygcS_1,ygcS_1,Inner membrane metabolite transport protein YgcS,80.556,1360,21,1368.0,0.994
pnbA_2,;pnbA_2,hypothetical protein;4-nitrobenzoate reductase,80.573,653,8,654.0,0.998
ribD,ribD,Riboflavin biosynthesis protein RibD,80.574,1081,10,1080.0,1.001
fluC2,fluC2,Fluoride-specific ion channel FluC 2,80.597,336,2,336.0,1.0
desK,desK,Sensor histidine kinase DesK,80.631,1113,2,1110.0,1.003
group_256,,hypothetical protein,80.645,1920,43,1911.0,1.005
group_378,,hypothetical protein,80.667,450,8,450.0,1.0
group_252,,hypothetical protein,80.672,1428,18,2154.0,0.663
tilS,tilS,tRNA(Ile)-lysidine synthase,80.682,1242,10,1239.0,1.002
group_347,,Protein ADP-ribosyltransferase,80.744,775,12,774.0,1.001
group_131,,hypothetical protein,80.796,859,17,864.0,0.994
yokD_1,;yokD_1,hypothetical protein;SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD,80.941,808,2,810.0,0.998
odcI,odcI,Inducible ornithine decarboxylase,81.008,2043,14,2091.0,0.977
sorC,sorC,Sorbitol operon regulator,81.027,954,6,954.0,1.0
emrB,emrB,Multidrug export protein EmrB,81.114,1472,13,1476.0,0.997
coaE,coaE,Dephospho-CoA kinase,81.138,615,11,615.0,1.0
group_476,,Macro domain-containing protein,81.151,504,10,519.0,0.971
mleS_1~~~mleS_2~~~mleS,mleS_1;mleS_2;mleS,Malolactic enzyme,81.219,1624,2,1623.0,1.001
group_524,,hypothetical protein,81.23,618,2,618.0,1.0
yfcA,yfcA,putative membrane transporter protein YfcA,81.242,741,12,753.0,0.984
nnrD,nnrD,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,81.368,848,14,846.0,1.002
group_60,,hypothetical protein,81.371,569,7,570.0,0.998
group_156,,hypothetical protein,81.515,1503,4,1503.0,1.0
group_505,,hypothetical protein,81.605,598,2,597.0,1.002
yhaP,yhaP,putative protein YhaP,81.634,1236,2,1236.0,1.0
group_437,,hypothetical protein,81.686,344,2,366.0,0.94
group_173,,hypothetical protein,81.705,645,2,645.0,1.0
group_105,,hypothetical protein,81.713,432,2,432.0,1.0
group_500,,Protein SprT-like protein,81.716,443,11,444.0,0.998
group_462,,hypothetical protein,81.731,312,2,312.0,1.0
metB,metB,Cystathionine gamma-synthase,81.738,1143,5,1143.0,1.0
group_162,,hypothetical protein,81.785,2252,14,2253.0,1.0
ydjP,ydjP,AB hydrolase superfamily protein YdjP,81.864,794,6,792.0,1.003
group_47,,hypothetical protein,81.967,488,2,504.0,0.968
group_420,,hypothetical protein,81.978,738,2,738.0,1.0
trmK,trmK,tRNA (adenine(22)-N(1))-methyltransferase,81.988,694,11,690.0,1.006
group_539,,hypothetical protein,81.996,972,2,972.0,1.0
group_419,,hypothetical protein,82.059,981,5,972.0,1.009
group_122,,putative ABC transporter ATP-binding protein,82.125,1751,33,1758.0,0.996
sorA_2,sorA_2,PTS system sorbose-specific EIIC component,82.134,816,11,804.0,1.015
group_443,,hypothetical protein,82.143,112,2,114.0,0.982
rnhA,rnhA,Ribonuclease H,82.231,771,22,765.0,1.008
group_471,,hypothetical protein,82.303,825,3,825.0,1.0
group_262,,hypothetical protein,82.317,495,2,492.0,1.006
group_175,,hypothetical protein,82.321,2421,20,2418.0,1.001
group_152,,hypothetical protein,82.346,844,11,843.0,1.001
comFC,comFC,Competence protein ComFC,82.379,681,11,678.0,1.004
yvdM,yvdM,Beta-phosphoglucomutase,82.44,672,12,672.0,1.0
btuD,btuD,Vitamin B12 import ATP-binding protein BtuD,82.47,907,23,906.0,1.001
lutP,lutP,L-lactate permease,82.476,1535,20,1536.0,0.999
gmuR_1,gmuR_1,HTH-type transcriptional regulator GmuR,82.486,708,5,708.0,1.0
group_333,,hypothetical protein,82.492,297,2,297.0,1.0
citG,citG,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,82.504,819,7,819.0,1.0
group_407,,hypothetical protein,82.517,287,2,291.0,0.986
group_411,,hypothetical protein,82.519,921,2,921.0,1.0
group_119,,hypothetical protein,82.578,432,2,423.0,1.021
group_506,,hypothetical protein,82.638,745,2,840.0,0.887
desR,desR,Transcriptional regulatory protein DesR,82.645,605,2,606.0,0.998
mepA_1,mepA_1,Multidrug export protein MepA,82.646,483,10,480.0,1.006
group_429,,hypothetical protein,82.673,1010,17,1008.0,1.002
group_459,,hypothetical protein;(R)-mandelonitrile lyase,82.707,399,8,399.0,1.0
rihA_2,rihA_2,Pyrimidine-specific ribonucleoside hydrolase RihA,82.755,951,5,951.0,1.0
group_319,,hypothetical protein,82.759,58,2,228.0,0.254
dtd,dtd,D-aminoacyl-tRNA deacylase,82.766,441,11,441.0,1.0
cladc,cla-dc,CLA biosynthesis isomerase,82.771,830,2,828.0,1.002
prmC,prmC,Release factor glutamine methyltransferase,82.84,845,11,843.0,1.002
group_147,,hypothetical protein,82.927,246,2,246.0,1.0
rarA,rarA,Replication-associated recombination protein A,82.936,1301,27,1302.0,0.999
group_490,,hypothetical protein,82.94,1143,11,1143.0,1.0
lacA,lacA,Galactoside O-acetyltransferase,82.979,427,10,594.0,0.719
group_117,,hypothetical protein,82.979,2284,4,2259.0,1.011
bmr3,bmr3,Multidrug resistance protein 3,82.995,1429,15,1452.0,0.984
group_320,,hypothetical protein,83.0,300,2,300.0,1.0
group_80,,Putative phosphatase,83.094,834,19,834.0,1.0
group_285,,hypothetical protein,83.097,704,2,750.0,0.939
group_469,,Phosphorylated carbohydrates phosphatase,83.113,681,11,681.0,1.0
group_458,,hypothetical protein,83.12,468,8,468.0,1.0
group_127,,hypothetical protein,83.158,285,2,285.0,1.0
group_165,,hypothetical protein,83.217,143,2,141.0,1.014
group_266,,hypothetical protein,83.233,662,6,663.0,0.998
sotB,sotB,sugar efflux transporter,83.252,1224,2,1224.0,1.0
rluD_2,rluD_2,Ribosomal large subunit pseudouridine synthase D,83.333,894,22,894.0,1.0
appC,appC,Cytochrome bd-II ubiquinol oxidase subunit 1,83.333,1440,11,1434.0,1.004
polC_3,polC_3,DNA polymerase III PolC-type,83.351,955,11,951.0,1.004
group_56,,hypothetical protein,83.431,1539,4,1539.0,1.0
comGA,comGA,Competence protein ComGA,83.452,985,11,978.0,1.007
group_315,,hypothetical protein,83.469,369,6,363.0,1.017
copA,copA,Copper-exporting P-type ATPase,83.499,1909,23,1908.0,1.001
ykoE,ykoE,Putative HMP/thiamine permease protein YkoE,83.509,570,5,570.0,1.0
dtd3,dtd3,D-aminoacyl-tRNA deacylase,83.528,779,12,771.0,1.01
group_78,,hypothetical protein,83.529,510,2,510.0,1.0
group_369,,hypothetical protein,83.539,243,2,243.0,1.0
yydK,yydK,putative HTH-type transcriptional regulator YydK,83.584,731,1,732.0,0.999
ytlR,ytlR,Putative lipid kinase YtlR,83.603,927,2,939.0,0.987
group_134,,hypothetical protein,83.607,183,2,183.0,1.0
cobB,cobB,NAD-dependent protein deacetylase,83.668,698,11,696.0,1.003
mnmE,mnmE,tRNA modification GTPase MnmE,83.669,1390,15,1386.0,1.003
dhaL,dhaL,PTS-dependent dihydroxyacetone kinase ADP-binding subunit DhaL,83.677,582,4,582.0,1.0
cdd,cdd,Cytidine deaminase,83.688,423,2,423.0,1.0
thiN,thiN,Thiamine pyrophosphokinase,83.707,669,11,675.0,0.991
group_383,,hypothetical protein,83.728,633,7,633.0,1.0
group_146,,putative ABC transporter ATP-binding protein,83.757,1730,25,1737.0,0.996
iphP_1,iphP_1,Tyrosine-protein phosphatase,83.791,765,11,765.0,1.0
mtnN,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,83.792,691,12,690.0,1.001
dfrA,dfrA,Dihydrofolate reductase,83.806,504,8,504.0,1.0
arnC_2,arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,83.809,1964,7,1962.0,1.001
group_401,,hypothetical protein,83.821,1027,2,1026.0,1.001
bceA,bceA,Bacitracin export ATP-binding protein BceA,83.845,749,26,750.0,0.999
bmpA_4,bmpA_4,ABC transporter nucleoside-binding protein BmpA,83.856,1084,20,1083.0,1.001
group_74,,hypothetical protein,83.915,516,13,516.0,1.0
group_228,,hypothetical protein,83.929,112,2,114.0,0.982
citC,citC,[Citrate [pro-3S]-lyase] ligase,83.996,1059,6,1056.0,1.003
comFA,comFA,Competence protein ComFA,83.997,1281,11,1281.0,1.0
panT,panT,Pantothenate transporter PanT,84.021,582,2,582.0,1.0
dnaI,dnaI,Replicative helicase loader DnaI,84.031,908,9,915.0,0.992
group_538,,hypothetical protein,84.091,723,13,723.0,1.0
group_191,,hypothetical protein,84.163,666,6,663.0,1.005
paiA,paiA,Spermidine/spermine N(1)-acetyltransferase,84.19,525,2,525.0,1.0
steT_1,steT_1,Serine/threonine exchanger SteT,84.211,1311,16,1326.0,0.989
group_217,,hypothetical protein,84.211,171,2,171.0,1.0
group_155,,hypothetical protein,84.234,666,2,666.0,1.0
group_150,,Putative peptidyl-prolyl cis-trans isomerase,84.237,607,11,606.0,1.002
yheH,yheH,putative multidrug resistance ABC transporter ATP-binding/permease protein YheH,84.258,1785,21,1785.0,1.0
xerS,xerS,Tyrosine recombinase XerS,84.264,1056,12,1056.0,1.0
copY,copY,Transcriptional repressor CopY,84.272,426,11,441.0,0.966
group_157,,hypothetical protein,84.3,414,4,414.0,1.0
gabD1,gabD1,Succinate-semialdehyde dehydrogenase [NADP(+)] 1,84.309,1392,11,1383.0,1.007
recO,recO,DNA repair protein RecO,84.4,750,11,756.0,0.992
group_171,,hypothetical protein,84.412,834,10,834.0,1.0
group_338,,Putative glutamine amidotransferase,84.488,722,11,732.0,0.986
divIB,divIB,Cell division protein DivIB,84.561,855,2,855.0,1.0
galK_1~~~galK_2,galK_1;galK_2,Galactokinase,84.576,1167,12,1167.0,1.0
hepT,hepT,Heptaprenyl diphosphate synthase component 2,84.615,624,12,978.0,0.638
iscS_1,iscS_1,Cysteine desulfurase IscS,84.615,1164,18,1164.0,1.0
prmA,prmA,Ribosomal protein L11 methyltransferase,84.656,956,11,945.0,1.012
ypdF,ypdF,Aminopeptidase YpdF,84.657,1109,11,1107.0,1.002
strA,strA,Sortase A,84.669,711,11,711.0,1.0
ypiA,ypiA,TPR repeat-containing protein YpiA,84.671,1246,13,1251.0,0.996
ywlC,ywlC,Threonylcarbamoyl-AMP synthase,84.746,1014,11,1002.0,1.012
group_255,,hypothetical protein,84.766,663,12,663.0,1.0
thlA,thlA,Acetyl-CoA acetyltransferase,84.817,1146,18,1146.0,1.0
ywnA_2,ywnA_2,Putative HTH-type transcriptional regulator YwnA,84.856,416,2,432.0,0.963
pucK,;pucK,hypothetical protein;Uric acid permease PucK,84.879,1283,11,1284.0,0.999
group_196,,Putative 3-methyladenine DNA glycosylase,84.897,645,11,633.0,1.019
galK_3,galK_3,Galactokinase,84.918,928,11,915.0,1.014
coaD,coaD,Phosphopantetheine adenylyltransferase,84.94,498,14,498.0,1.0
group_358,,hypothetical protein,84.942,684,2,684.0,1.0
group_42,,hypothetical protein,84.946,1002,15,1002.0,1.0
amiE,amiE,N-acetylmuramyl-L-alanine amidase,84.95,1014,12,1008.0,1.006
pepF1,pepF1,Oligoendopeptidase F plasmid,84.964,1800,11,1788.0,1.007
group_71,,hypothetical protein,84.971,173,1,219.0,0.79
cydD,cydD,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD,85.0,1705,23,1716.0,0.994
group_499,,hypothetical protein,85.0,700,12,699.0,1.001
malR~~~rbsR,malR;rbsR,HTH-type transcriptional regulator MalR;Ribose operon repressor,85.0,953,18,951.0,1.002
urdA_3~~~urdA_2,urdA_3;urdA_2,Urocanate reductase,85.0,1861,16,1842.0,1.01
bglK_1,bglK_1,Beta-glucoside kinase,85.0,923,10,912.0,1.012
plsY_1,plsY_1,Glycerol-3-phosphate acyltransferase,85.024,621,11,621.0,1.0
galT,galT,Galactose-1-phosphate uridylyltransferase,85.034,1450,11,1461.0,0.992
group_177,,hypothetical protein,85.038,528,2,528.0,1.0
mupG,mupG,6-phospho-N-acetylmuramidase,85.057,1044,2,1044.0,1.0
group_325,,hypothetical protein,85.063,1185,13,1185.0,1.0
yumC,yumC,Ferredoxin--NADP reductase 2,85.071,844,8,843.0,1.001
group_528,,hypothetical protein,85.094,852,2,852.0,1.0
group_265,,hypothetical protein,85.103,1218,15,1215.0,1.002
group_346,,hypothetical protein,85.104,866,13,873.0,0.992
pgsA,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,85.106,566,15,564.0,1.004
guaC,guaC,GMP reductase,85.111,994,17,993.0,1.001
mgtA,mgtA,Magnesium-transporting ATPase P-type 1,85.112,2277,39,2277.0,1.0
iolU,iolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,85.15,981,2,981.0,1.0
group_329,,hypothetical protein,85.156,1893,2,1887.0,1.003
dnaE,dnaE,DNA polymerase III subunit alpha,85.165,3121,17,3120.0,1.0
bbmA,bbmA,Intracellular maltogenic amylase,85.237,1707,11,1707.0,1.0
dhaK,dhaK,PTS-dependent dihydroxyacetone kinase dihydroxyacetone-binding subunit DhaK,85.241,1000,4,996.0,1.004
dinB_1,dinB_1,DNA polymerase IV,85.251,1295,13,1311.0,0.988
ygcS_2,ygcS_2,Inner membrane metabolite transport protein YgcS,85.262,1296,19,1296.0,1.0
purB,purB,Adenylosuccinate lyase,85.262,1296,11,1296.0,1.0
group_548,,hypothetical protein,85.283,1359,11,1359.0,1.0
group_154,,hypothetical protein,85.285,679,10,666.0,1.02
group_240,,hypothetical protein,85.291,1788,12,1788.0,1.0
group_112,,hypothetical protein,85.294,714,8,714.0,1.0
ecfA2,ecfA2,Energy-coupling factor transporter ATP-binding protein EcfA2,85.301,880,11,864.0,1.019
rluD_1,rluD_1,Ribosomal large subunit pseudouridine synthase D,85.32,906,17,906.0,1.0
fni,fni,Isopentenyl-diphosphate delta-isomerase,85.337,1023,11,1023.0,1.0
misCB,misCB,Membrane protein insertase MisCB,85.343,962,11,969.0,0.993
group_457,,hypothetical protein,85.366,566,4,1443.0,0.392
ykoD,ykoD,Putative HMP/thiamine import ATP-binding protein YkoD,85.366,1361,28,1377.0,0.988
addA,addA,ATP-dependent helicase/nuclease subunit A,85.366,3562,41,3561.0,1.0
uvrB_1,uvrB_1,UvrABC system protein B,85.386,2057,11,2046.0,1.005
group_144,,hypothetical protein,85.396,1212,11,1212.0,1.0
clahy,cla-hy,Linoleate hydratase,85.402,1692,2,1692.0,1.0
yheI,yheI,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,85.413,1772,24,1755.0,1.01
fluC1,fluC1,Fluoride-specific ion channel FluC 1,85.417,384,11,384.0,1.0
group_34,,hypothetical protein,85.429,851,14,864.0,0.985
rsmB,rsmB,Ribosomal RNA small subunit methyltransferase B,85.464,1318,14,1314.0,1.003
group_108,,hypothetical protein,85.465,417,11,417.0,1.0
group_218,,hypothetical protein,85.474,475,1,477.0,0.996
pspB,pspB,Putative phosphoserine phosphatase 2,85.49,572,19,573.0,0.998
dinG,dinG,3'-5' exonuclease DinG,85.501,2814,20,2811.0,1.001
group_422,,hypothetical protein,85.508,1261,22,1248.0,1.01
coaBC,coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC,85.522,1188,15,1188.0,1.0
bcaP_2,bcaP_2,Branched-chain amino acid permease BcaP,85.556,1440,20,1440.0,1.0
group_498,,hypothetical protein,85.567,1746,2,1746.0,1.0
plsX,plsX,Phosphate acyltransferase,85.572,1005,11,1005.0,1.0
yflS_3,yflS_3,Putative malate transporter YflS,85.636,1503,18,1455.0,1.033
group_343,glpK_1,Glycerol kinase,85.638,1497,6,1497.0,1.0
group_263,,putative ABC transporter permease,85.647,1072,11,1059.0,1.012
rcsC_2,rcsC_2,Sensor histidine kinase RcsC,85.666,1472,11,1467.0,1.003
bmpA_2,bmpA_2,ABC transporter nucleoside-binding protein BmpA,85.688,1078,20,1074.0,1.004
group_249,,hypothetical protein,85.714,365,11,369.0,0.989
lacE,lacE,PTS system lactose-specific EIICB component,85.723,1716,11,1716.0,1.0
ltaS2,ltaS2,Lipoteichoic acid synthase 2,85.753,2190,23,2199.0,0.996
pyrAB,pyrAB,Carbamoyl phosphate synthase pyrimidine-specific large chain,85.755,3174,27,3174.0,1.0
group_269,,hypothetical protein,85.759,632,7,639.0,0.989
group_468,,hypothetical protein,85.765,281,2,279.0,1.007
yfiC,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,85.828,1024,13,1011.0,1.013
group_190,,hypothetical protein,85.845,657,2,663.0,0.991
priA,priA,Replication restart protein PriA,85.852,2417,18,2394.0,1.01
alx,;alx,hypothetical protein;Putative membrane-bound redox modulator Alx,85.864,787,11,765.0,1.029
group_294,,hypothetical protein,85.867,375,4,375.0,1.0
rqcH,rqcH,Rqc2 RqcH,85.899,1702,12,1701.0,1.001
group_113,,hypothetical protein,85.914,717,9,711.0,1.008
agaC,agaC,N-acetylgalactosamine permease IIC component 1,85.951,783,7,783.0,1.0
citN,citN,Citrate transporter,85.96,1339,3,1338.0,1.001
manX_1~~~manX_2,;manX_1;manX_2,hypothetical protein;PTS system mannose-specific EIIAB component,85.965,915,5,909.0,1.007
tagA,tagA,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase,85.986,735,11,735.0,1.0
yffB,yffB,Protein YffB,85.994,357,11,357.0,1.0
thyA,thyA,Thymidylate synthase,85.998,957,11,957.0,1.0
group_81,,DegV domain-containing protein,86.0,830,11,831.0,0.999
yjmC,yjmC,putative oxidoreductase YjmC,86.004,1137,2,1137.0,1.0
comGC,comGC,Competence protein ComGC,86.018,329,11,330.0,0.997
rnmV,rnmV,Ribonuclease M5,86.018,571,11,564.0,1.012
bglH,bglH,Aryl-phospho-beta-D-glucosidase BglH,86.047,1474,67,1485.0,0.993
rhaS_1,rhaS_1,HTH-type transcriptional activator RhaS,86.066,907,3,1038.0,0.874
yicL,yicL;,putative inner membrane transporter YicL;hypothetical protein,86.108,907,26,909.0,0.998
group_179,,hypothetical protein,86.111,353,3,354.0,0.997
coaA,coaA,Pantothenate kinase,86.12,915,7,915.0,1.0
rsmF_2~~~rsmF~~~rsmF_1,rsmF_2;rsmF;rsmF_1,Ribosomal RNA small subunit methyltransferase F,86.167,1388,20,1389.0,0.999
rsmC,rsmC,Ribosomal RNA small subunit methyltransferase C,86.167,600,11,600.0,1.0
ywaC,ywaC,GTP pyrophosphokinase YwaC,86.179,615,15,615.0,1.0
yedJ,yedJ,putative protein YedJ,86.196,652,11,651.0,1.002
rasP,rasP,Regulator of sigma-W protease RasP,86.204,1265,11,1254.0,1.009
yjeM_2,yjeM_2,Inner membrane transporter YjeM,86.207,1480,42,1479.0,1.001
group_400,,hypothetical protein,86.219,849,11,849.0,1.0
gpsB_2,gpsB_2,Cell cycle adapter protein GpsB,86.221,736,13,732.0,1.005
group_348,,hypothetical protein,86.222,675,7,675.0,1.0
gluP,gluP,Rhomboid protease GluP,86.232,690,8,690.0,1.0
glyA,glyA,Serine hydroxymethyltransferase,86.246,1236,12,1236.0,1.0
addB,addB,ATP-dependent helicase/deoxyribonuclease subunit B,86.256,3456,30,3456.0,1.0
ribT,ribT,Protein RibT,86.257,342,2,342.0,1.0
rsgA,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,86.261,892,11,888.0,1.005
group_461,,hypothetical protein,86.264,546,2,546.0,1.0
group_49,,hypothetical protein,86.275,306,2,306.0,1.0
bioH_3,bioH_3,Pimeloyl-[acyl-carrier protein] methyl ester esterase,86.283,957,15,957.0,1.0
adhE,adhE,Aldehyde-alcohol dehydrogenase,86.293,2495,12,2496.0,1.0
group_547,,hypothetical protein,86.317,687,3,687.0,1.0
group_139,,hypothetical protein,86.327,1236,11,1236.0,1.0
ezrA,ezrA,Septation ring formation regulator EzrA,86.332,1734,19,1734.0,1.0
pepQ,pepQ,Xaa-Pro dipeptidase,86.343,1113,12,1113.0,1.0
galE_2,galE_2,UDP-glucose 4-epimerase,86.345,996,18,996.0,1.0
tlyA,tlyA,Hemolysin A,86.347,813,11,813.0,1.0
group_322,,hypothetical protein,86.364,1214,17,1218.0,0.997
pepO_1,pepO_1,Neutral endopeptidase,86.364,1987,41,1956.0,1.016
ribCF,ribCF,Bifunctional riboflavin kinase/FMN adenylyltransferase,86.368,939,11,939.0,1.0
