Gene,Non-unique Gene name,Annotation,max_pident,max_aln_len,n_hits,qlen,max_cov
group_635,,hypothetical protein,0.0,0,0,,0.0
uup_3~~~hepA,;uup_3;hepA,hypothetical protein;ATP-binding protein Uup;Heterocyst differentiation ATP-binding protein HepA,0.0,0,0,,0.0
maa_2,maa_2,Maltose O-acetyltransferase,0.0,0,0,,0.0
group_624,,hypothetical protein,0.0,0,0,,0.0
group_623,,hypothetical protein,0.0,0,0,,0.0
mtlR_2~~~mtlR_1~~~mtlR,mtlR_2;mtlR_1;mtlR,Transcriptional regulator MtlR,0.0,0,0,,0.0
mtlF,mtlF,Mannitol-specific phosphotransferase enzyme IIA component,0.0,0,0,,0.0
mtlD,mtlD,Mannitol-1-phosphate 5-dehydrogenase,0.0,0,0,,0.0
group_613,,hypothetical protein,0.0,0,0,,0.0
group_612,,hypothetical protein,0.0,0,0,,0.0
group_608,,hypothetical protein,0.0,0,0,,0.0
group_604,,hypothetical protein,0.0,0,0,,0.0
group_603,,hypothetical protein,0.0,0,0,,0.0
group_594,,hypothetical protein,0.0,0,0,,0.0
group_593,,hypothetical protein,0.0,0,0,,0.0
group_592,,hypothetical protein,0.0,0,0,,0.0
group_591,,hypothetical protein,0.0,0,0,,0.0
group_590,,hypothetical protein,0.0,0,0,,0.0
group_589,,hypothetical protein,0.0,0,0,,0.0
group_586,,hypothetical protein,0.0,0,0,,0.0
group_585,,hypothetical protein,0.0,0,0,,0.0
group_583,,hypothetical protein,0.0,0,0,,0.0
hlyB,hlyB;,Alpha-hemolysin translocation ATP-binding protein HlyB;hypothetical protein,0.0,0,0,,0.0
group_563,,hypothetical protein,0.0,0,0,,0.0
group_562,,hypothetical protein,0.0,0,0,,0.0
group_560,,hypothetical protein,0.0,0,0,,0.0
group_558,,hypothetical protein,0.0,0,0,,0.0
group_557,,hypothetical protein,0.0,0,0,,0.0
group_553,,hypothetical protein,0.0,0,0,,0.0
group_550,,hypothetical protein,0.0,0,0,,0.0
group_544,,hypothetical protein,0.0,0,0,,0.0
nfrA1,;nfrA1,hypothetical protein;FMN reductase (NADPH),0.0,0,0,,0.0
group_540,,hypothetical protein,0.0,0,0,,0.0
group_537,,hypothetical protein,0.0,0,0,,0.0
group_536,,hypothetical protein,0.0,0,0,,0.0
group_535,,hypothetical protein,0.0,0,0,,0.0
dppA_3~~~dppA_2,;dppA_3;dppA_2,hypothetical protein;Dipeptide-binding protein,0.0,0,0,,0.0
group_533,,hypothetical protein,0.0,0,0,,0.0
group_530,,hypothetical protein,0.0,0,0,,0.0
group_527,,hypothetical protein,0.0,0,0,,0.0
group_525,,hypothetical protein,0.0,0,0,,0.0
group_521,,hypothetical protein,0.0,0,0,,0.0
UgpQ,UgpQ,Glycerophosphodiester phosphodiesterase,0.0,0,0,,0.0
group_519,,hypothetical protein,0.0,0,0,,0.0
group_518,,hypothetical protein,0.0,0,0,,0.0
group_516,,hypothetical protein,0.0,0,0,,0.0
group_510,,hypothetical protein,0.0,0,0,,0.0
group_509,,hypothetical protein,0.0,0,0,,0.0
group_507,,hypothetical protein,0.0,0,0,,0.0
group_506,,hypothetical protein;IS30 family transposase IS1070,0.0,0,0,,0.0
dppC,dppC,Dipeptide transport system permease protein DppC,0.0,0,0,,0.0
rhaR~~~rhaS,rhaR;rhaS,HTH-type transcriptional activator RhaR;HTH-type transcriptional activator RhaS,0.0,0,0,,0.0
group_497,,hypothetical protein,0.0,0,0,,0.0
group_494,,hypothetical protein,0.0,0,0,,0.0
dppB,dppB,Dipeptide transport system permease protein DppB,0.0,0,0,,0.0
mupG_1~~~mupG_2,mupG_1;mupG_2,6-phospho-N-acetylmuramidase,0.0,0,0,,0.0
dppA_1,dppA_1,Dipeptide-binding protein,0.0,0,0,,0.0
pstC,pstC,Phosphate transport system permease protein PstC,0.0,0,0,,0.0
phoB,phoB,Phosphate regulon transcriptional regulatory protein PhoB,0.0,0,0,,0.0
phoU_2,phoU_2,Phosphate-specific transport system accessory protein PhoU,0.0,0,0,,0.0
rcsC,rcsC,Sensor histidine kinase RcsC,0.0,0,0,,0.0
pstA2,pstA2,Phosphate transport system permease protein PstA 2,0.0,0,0,,0.0
group_472,,hypothetical protein,0.0,0,0,,0.0
gtfB,gtfB,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB,0.0,0,0,,0.0
group_466,,hypothetical protein,0.0,0,0,,0.0
group_464,,hypothetical protein,0.0,0,0,,0.0
group_460,,hypothetical protein,0.0,0,0,,0.0
pynA,pynA,Pyrimidine 5'-nucleotidase PynA,0.0,0,0,,0.0
group_457,,hypothetical protein,0.0,0,0,,0.0
glcR_1,glcR_1,HTH-type transcriptional repressor GlcR,0.0,0,0,,0.0
ulaA_2~~~ulaA_1~~~ulaA,ulaA_2;ulaA_1;ulaA,Ascorbate-specific PTS system EIIC component,0.0,0,0,,0.0
group_455,,hypothetical protein,0.0,0,0,,0.0
group_453,,hypothetical protein,0.0,0,0,,0.0
ulaB,ulaB,Ascorbate-specific PTS system EIIB component,0.0,0,0,,0.0
group_452,,hypothetical protein,0.0,0,0,,0.0
ulaD,ulaD,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,0.0,0,0,,0.0
group_449,,hypothetical protein,0.0,0,0,,0.0
group_447,,hypothetical protein,0.0,0,0,,0.0
ulaG,ulaG,putative L-ascorbate-6-phosphate lactonase UlaG,0.0,0,0,,0.0
gph,gph,Phosphoglycolate phosphatase,0.0,0,0,,0.0
group_446,,hypothetical protein,0.0,0,0,,0.0
ulaE,ulaE,L-ribulose-5-phosphate 3-epimerase UlaE,0.0,0,0,,0.0
group_445,,hypothetical protein,0.0,0,0,,0.0
group_444,,hypothetical protein,0.0,0,0,,0.0
group_440,,hypothetical protein,0.0,0,0,,0.0
group_435,,hypothetical protein,0.0,0,0,,0.0
group_434,,hypothetical protein,0.0,0,0,,0.0
group_433,,hypothetical protein,0.0,0,0,,0.0
group_428,,hypothetical protein,0.0,0,0,,0.0
group_426,,hypothetical protein,0.0,0,0,,0.0
group_415,,hypothetical protein,0.0,0,0,,0.0
group_414,,hypothetical protein,0.0,0,0,,0.0
group_412,,hypothetical protein,0.0,0,0,,0.0
group_409,,hypothetical protein,0.0,0,0,,0.0
group_406,,hypothetical protein,0.0,0,0,,0.0
group_404,,hypothetical protein,0.0,0,0,,0.0
group_400,,hypothetical protein,0.0,0,0,,0.0
group_394,,hypothetical protein,0.0,0,0,,0.0
group_386,,hypothetical protein,0.0,0,0,,0.0
group_385,,hypothetical protein,0.0,0,0,,0.0
group_382,,hypothetical protein,0.0,0,0,,0.0
group_377,,hypothetical protein,0.0,0,0,,0.0
group_376,,hypothetical protein,0.0,0,0,,0.0
group_372,,hypothetical protein,0.0,0,0,,0.0
group_362,,hypothetical protein,0.0,0,0,,0.0
group_359,,hypothetical protein,0.0,0,0,,0.0
group_355,,hypothetical protein,0.0,0,0,,0.0
group_349,,hypothetical protein,0.0,0,0,,0.0
group_346,,hypothetical protein,0.0,0,0,,0.0
group_345,,hypothetical protein,0.0,0,0,,0.0
group_343,,hypothetical protein,0.0,0,0,,0.0
group_340,,hypothetical protein,0.0,0,0,,0.0
group_339,,hypothetical protein,0.0,0,0,,0.0
group_338,,hypothetical protein,0.0,0,0,,0.0
group_332,,hypothetical protein,0.0,0,0,,0.0
group_331,,hypothetical protein,0.0,0,0,,0.0
group_328,,hypothetical protein,0.0,0,0,,0.0
group_327,,hypothetical protein,0.0,0,0,,0.0
group_317,,hypothetical protein,0.0,0,0,,0.0
group_316,,hypothetical protein,0.0,0,0,,0.0
group_314,,hypothetical protein,0.0,0,0,,0.0
group_312,,hypothetical protein,0.0,0,0,,0.0
group_311,,hypothetical protein,0.0,0,0,,0.0
group_310,,hypothetical protein,0.0,0,0,,0.0
group_308,,hypothetical protein,0.0,0,0,,0.0
group_300,,IS110 family transposase ISSpn10,0.0,0,0,,0.0
group_299,,hypothetical protein,0.0,0,0,,0.0
ybaT,ybaT;,Inner membrane transport protein YbaT;hypothetical protein,0.0,0,0,,0.0
group_290,,hypothetical protein,0.0,0,0,,0.0
group_279,,hypothetical protein,0.0,0,0,,0.0
group_278,,hypothetical protein,0.0,0,0,,0.0
group_276,,hypothetical protein,0.0,0,0,,0.0
entS,entS,Enterobactin exporter EntS,0.0,0,0,,0.0
group_273,,hypothetical protein,0.0,0,0,,0.0
group_270,,hypothetical protein,0.0,0,0,,0.0
group_269,,hypothetical protein,0.0,0,0,,0.0
group_268,,hypothetical protein,0.0,0,0,,0.0
group_266,,hypothetical protein,0.0,0,0,,0.0
group_261,,hypothetical protein,0.0,0,0,,0.0
group_260,,hypothetical protein,0.0,0,0,,0.0
group_259,,hypothetical protein,0.0,0,0,,0.0
group_257,,hypothetical protein,0.0,0,0,,0.0
group_255,,hypothetical protein,0.0,0,0,,0.0
group_253,,hypothetical protein,0.0,0,0,,0.0
group_250,,hypothetical protein,0.0,0,0,,0.0
group_246,,hypothetical protein,0.0,0,0,,0.0
pip,pip,Proline iminopeptidase,0.0,0,0,,0.0
group_239,,hypothetical protein,0.0,0,0,,0.0
group_236,,hypothetical protein,0.0,0,0,,0.0
group_234,,hypothetical protein,0.0,0,0,,0.0
group_232,,hypothetical protein,0.0,0,0,,0.0
group_228,,hypothetical protein,0.0,0,0,,0.0
xerC_3,xerC_3,Tyrosine recombinase XerC,0.0,0,0,,0.0
group_221,,hypothetical protein,0.0,0,0,,0.0
group_220,,hypothetical protein,0.0,0,0,,0.0
yvbK,yvbK,putative N-acetyltransferase YvbK,0.0,0,0,,0.0
group_214,,hypothetical protein,0.0,0,0,,0.0
group_194,,hypothetical protein,0.0,0,0,,0.0
group_193,,hypothetical protein,0.0,0,0,,0.0
group_191,,hypothetical protein,0.0,0,0,,0.0
hsdM,hsdM,Type I restriction enzyme EcoKI methylase subunit,0.0,0,0,,0.0
dap,dap,D-aminopeptidase,0.0,0,0,,0.0
rocE,rocE,Amino-acid permease RocE,0.0,0,0,,0.0
hsdR,hsdR,Type I restriction enzyme EcoKI endonuclease subunit,0.0,0,0,,0.0
mmuM,mmuM,Homocysteine S-methyltransferase,0.0,0,0,,0.0
group_141,,hypothetical protein,0.0,0,0,,0.0
group_133,,hypothetical protein,0.0,0,0,,0.0
lacR_2~~~melR,lacR_2;melR,HTH-type transcriptional regulator LacR;HTH-type transcriptional repressor MelR,0.0,0,0,,0.0
group_125,,hypothetical protein,0.0,0,0,,0.0
lacL~~~lacL_1~~~lacL_2,lacL;lacL_1;lacL_2,Beta-galactosidase large subunit,0.0,0,0,,0.0
group_123,,hypothetical protein,0.0,0,0,,0.0
group_122,,hypothetical protein,0.0,0,0,,0.0
dapF,dapF,Diaminopimelate epimerase,0.0,0,0,,0.0
fmtA,fmtA,Teichoic acid D-alanine hydrolase,0.0,0,0,,0.0
dapH,dapH,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,0.0,0,0,,0.0
group_115,,N-acetyldiaminopimelate deacetylase,0.0,0,0,,0.0
dapB,dapB,4-hydroxy-tetrahydrodipicolinate reductase,0.0,0,0,,0.0
lysA,lysA,Diaminopimelate decarboxylase,0.0,0,0,,0.0
dapA,dapA,4-hydroxy-tetrahydrodipicolinate synthase,0.0,0,0,,0.0
group_110,,hypothetical protein,0.0,0,0,,0.0
group_102,,hypothetical protein,0.0,0,0,,0.0
group_101,,hypothetical protein,0.0,0,0,,0.0
group_94,,hypothetical protein,0.0,0,0,,0.0
menH_2,menH_2,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,0.0,0,0,,0.0
group_63,,hypothetical protein,0.0,0,0,,0.0
group_26,,hypothetical protein,0.0,0,0,,0.0
group_17,,hypothetical protein,0.0,0,0,,0.0
group_1049,,DegV domain-containing protein,62.751,647,3,834.0,0.776
ybjI_1~~~ybjI_3,ybjI_1;ybjI_3,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,64.068,821,3,816.0,1.006
nrdF1~~~nrdF_1,nrdF1;;nrdF_1,Ribonucleoside-diphosphate reductase subunit beta nrdF1;hypothetical protein;Ribonucleoside-diphosphate reductase 2 subunit beta,64.55,567,5,936.0,0.606
group_258,,hypothetical protein,64.841,351,6,351.0,1.0
citG,citG,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,65.074,608,5,819.0,0.742
recX,recX,Regulatory protein RecX,65.136,817,7,813.0,1.005
group_641,,hypothetical protein,65.217,207,3,825.0,0.251
tetM,tetM,Tetracycline resistance protein TetM from transposon TnFO1,65.258,1954,5,1926.0,1.015
hom,hom,Homoserine dehydrogenase,65.422,649,5,1236.0,0.525
srlR,srlR,Glucitol operon repressor,65.439,353,2,759.0,0.465
group_1060,,Iron-sulfur cluster assembly SufBD family protein,65.602,532,1,1209.0,0.44
holA,holA,DNA polymerase III subunit delta,65.782,998,10,987.0,1.011
elaA,elaA,Protein ElaA,65.909,379,5,450.0,0.842
group_488,,hypothetical protein,66.043,380,5,594.0,0.64
npr,npr,NADH peroxidase,66.139,1363,7,1368.0,0.996
group_632,,hypothetical protein,66.248,938,10,927.0,1.012
cbh,cbh,Bile salt hydrolase/transferase,66.398,991,8,978.0,1.013
menG,menG,Demethylmenaquinone methyltransferase,66.524,707,5,702.0,1.007
group_605,,hypothetical protein,66.532,547,4,588.0,0.93
treR,treR,HTH-type transcriptional regulator TreR,66.572,723,8,726.0,0.996
group_977,,hypothetical protein,66.612,605,5,849.0,0.713
paiA,paiA,Spermidine/spermine N(1)-acetyltransferase,66.667,487,3,525.0,0.928
group_481,,hypothetical protein,66.8,500,5,516.0,0.969
hexR_1,hexR_1,HTH-type transcriptional regulator HexR,66.845,748,5,834.0,0.897
menH_3,;menH_3,hypothetical protein;2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,66.851,568,10,930.0,0.611
group_1385,,hypothetical protein,66.891,596,5,720.0,0.828
group_634,,hypothetical protein,66.904,701,10,786.0,0.892
comFA,comFA,Competence protein ComFA,66.925,993,10,1281.0,0.775
yidA_3,yidA_3,Sugar phosphatase YidA,66.931,506,5,813.0,0.622
citC,citC,[Citrate [pro-3S]-lyase] ligase,66.954,931,5,1056.0,0.882
group_430,,hypothetical protein,67.021,658,3,1329.0,0.495
group_117,,hypothetical protein,67.076,1379,5,1611.0,0.856
group_629,,hypothetical protein,67.092,705,7,1251.0,0.564
group_463,,hypothetical protein,67.161,631,10,735.0,0.859
group_757,,hypothetical protein,67.248,1350,10,1404.0,0.962
rimI_1,rimI_1,[Ribosomal protein bS18]-alanine N-acetyltransferase,67.277,437,7,522.0,0.837
group_958,,hypothetical protein,67.333,829,10,849.0,0.976
nnrD,nnrD,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,67.36,810,11,849.0,0.954
group_295,,hypothetical protein,67.376,894,5,897.0,0.997
group_380,,hypothetical protein,67.429,970,10,963.0,1.007
group_993,,hypothetical protein,67.446,550,10,1203.0,0.457
recO,recO,DNA repair protein RecO,67.549,745,10,756.0,0.985
group_140,,hypothetical protein,67.6,347,5,471.0,0.737
plsY_1,plsY_1,Glycerol-3-phosphate acyltransferase,67.622,562,10,615.0,0.914
benM_2,benM_2,HTH-type transcriptional regulator BenM,67.654,850,5,849.0,1.001
group_503,,hypothetical protein,67.713,529,12,525.0,1.008
epsH,epsH,Putative glycosyltransferase EpsH,67.812,768,10,813.0,0.945
group_142,,Aldo-keto reductase/MSMEI_2347,67.822,787,7,837.0,0.94
amt,amt,Ammonium transporter,67.83,659,2,1251.0,0.527
group_581,,hypothetical protein,68.0,200,4,492.0,0.407
group_990,,hypothetical protein,68.095,223,8,756.0,0.295
ezrA,ezrA,Septation ring formation regulator EzrA,68.165,823,10,1713.0,0.48
ptpB_2,ptpB_2,Triple specificity protein phosphatase PtpB,68.165,784,10,804.0,0.975
rsmB,rsmB,Ribosomal RNA small subunit methyltransferase B,68.252,1344,13,1362.0,0.987
group_190,,hypothetical protein,68.26,824,10,885.0,0.931
rluD_1,rluD_1,Ribosomal large subunit pseudouridine synthase D,68.324,811,10,858.0,0.945
group_1094,,hypothetical protein,68.345,371,3,1116.0,0.332
clcA_2,clcA_2,H(+)/Cl(-) exchange transporter ClcA,68.347,357,3,408.0,0.875
dps_1~~~dps,dps_1;dps,DNA protection during starvation protein,68.349,482,10,468.0,1.03
uvrB_2,uvrB_2,UvrABC system protein B,68.421,2747,13,2829.0,0.971
group_324,,hypothetical protein,68.456,149,1,540.0,0.276
group_1051,,hypothetical protein,68.506,657,3,747.0,0.88
group_994,,hypothetical protein,68.519,731,11,798.0,0.916
group_319,,hypothetical protein,68.525,393,10,390.0,1.008
fabG,fabG,3-oxoacyl-[acyl-carrier-protein] reductase FabG,68.537,732,10,729.0,1.004
group_1020,,hypothetical protein,68.542,587,6,870.0,0.675
yidA_1,yidA_1,Sugar phosphatase YidA,68.553,159,3,816.0,0.195
cdaR,cdaR,CdaA regulatory protein CdaR,68.651,756,10,960.0,0.788
ytlR,ytlR,Putative lipid kinase YtlR,68.665,752,5,849.0,0.886
yerH,yerH,putative lipoprotein YerH,68.699,1114,10,1149.0,0.97
group_306,,hypothetical protein,68.706,998,10,1002.0,0.996
gpmA_6,gpmA_6,23-bisphosphoglycerate-dependent phosphoglycerate mutase,68.75,256,5,600.0,0.427
group_642,,hypothetical protein,68.781,602,5,834.0,0.722
group_1010,,hypothetical protein,68.814,348,10,426.0,0.817
group_307,,hypothetical protein,68.858,583,8,603.0,0.967
prmA,prmA,Ribosomal protein L11 methyltransferase,68.863,941,10,945.0,0.996
ydfK,ydfK,putative membrane protein YdfK,68.889,135,2,690.0,0.196
group_939,,hypothetical protein,68.889,624,11,708.0,0.881
group_638,,hypothetical protein,68.908,716,27,3009.0,0.238
rimI_2,;rimI_2,hypothetical protein;[Ribosomal protein bS18]-alanine N-acetyltransferase,68.922,454,9,480.0,0.946
group_1080,,putative ABC transporter permease,68.946,1072,10,1062.0,1.009
add1,add1,Adenosine deaminase 1,68.966,401,5,1002.0,0.4
group_637,,hypothetical protein,68.978,359,10,435.0,0.825
group_1000,,hypothetical protein,68.986,345,5,552.0,0.625
yjjB,yjjB,succinate transporter subunit YjjB,68.987,433,8,486.0,0.891
rsgA,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,69.004,892,10,891.0,1.001
arcB,arcB,Ornithine carbamoyltransferase catabolic,69.02,260,5,432.0,0.602
menA_2,menA_2,14-dihydroxy-2-naphthoate octaprenyltransferase,69.024,820,3,900.0,0.911
group_195,,DegV domain-containing protein,69.036,841,10,852.0,0.987
group_545,,hypothetical protein,69.048,815,8,1227.0,0.664
group_252,,hypothetical protein,69.061,181,5,204.0,0.887
group_1383,,hypothetical protein,69.078,553,5,570.0,0.97
tmung,tmung,Type-4 uracil-DNA glycosylase,69.088,592,5,660.0,0.897
yjjP,yjjP,putative succinate transporter subunit YjjP,69.091,724,10,771.0,0.939
lldP~~~lutP,lldP;lutP,L-lactate permease,69.157,1515,15,1527.0,0.992
group_396,,hypothetical protein,69.161,441,5,462.0,0.955
crp,crp,cAMP-activated global transcriptional regulator CRP,69.192,594,5,645.0,0.921
group_944,,hypothetical protein,69.196,457,5,456.0,1.002
yfcJ,yfcJ,putative MFS-type transporter YfcJ,69.216,1182,11,1173.0,1.008
artP~~~tcyJ,artP;tcyJ,Arginine-binding extracellular protein ArtP;L-cystine-binding protein TcyJ,69.231,231,7,816.0,0.283
group_348,,hypothetical protein,69.231,642,7,651.0,0.986
group_413,,hypothetical protein,69.231,541,9,537.0,1.007
group_999,,hypothetical protein,69.231,801,10,795.0,1.008
group_242,,hypothetical protein,69.244,595,1,1128.0,0.527
rimM,rimM,Ribosome maturation factor RimM,69.25,524,10,516.0,1.016
