Gene,Non-unique Gene name,Annotation,max_pident,max_aln_len,n_hits,qlen,max_cov
group_532,,Aldo-keto reductase/MSMEI_2347,89.51,858,18,858.0,1.0
group_660,,hypothetical protein,89.583,425,10,402.0,1.057
mroQ,mroQ,Membrane-embedded CAAX protease MroQ,89.66,648,2,648.0,1.0
vmlR_1,vmlR_1,Ribosome protection protein VmlR,89.708,1506,19,1506.0,1.0
group_14,,Flavodoxin,89.709,448,11,447.0,1.002
group_296,,hypothetical protein,89.718,603,2,603.0,1.0
group_251,,hypothetical protein,89.736,1389,7,1323.0,1.05
group_237,,hypothetical protein,89.742,1746,2,1737.0,1.005
group_644,,hypothetical protein,89.785,186,2,186.0,1.0
group_245,,hypothetical protein,89.789,853,16,852.0,1.001
group_863,,hypothetical protein,89.791,778,6,765.0,1.017
btuD_1,btuD_1,Vitamin B12 import ATP-binding protein BtuD,89.804,960,9,960.0,1.0
menH_1,menH_1,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,89.831,944,15,945.0,0.999
pncA,pncA,Nicotinamidase,89.907,549,7,546.0,1.005
group_265,,hypothetical protein,89.954,438,6,438.0,1.0
ctpE,ctpE,Calcium-transporting ATPase CtpE,89.975,2414,14,2427.0,0.995
dtd3,dtd3,D-aminoacyl-tRNA deacylase,90.013,779,12,771.0,1.01
tetM,tetM,Tetracycline resistance protein TetM from transposon TnFO1;Tetracycline resistance protein TetM from transposon Tn916,90.016,1950,6,1923.0,1.014
recD2,recD2,ATP-dependent RecD2 DNA helicase,90.038,2379,17,2379.0,1.0
thrC,thrC,Threonine synthase,90.054,1488,6,1488.0,1.0
group_571,,hypothetical protein,90.056,885,8,888.0,0.997
group_554,,hypothetical protein;ISL3 family transposase ISLjo2,90.087,1150,24,1149.0,1.001
thiN,thiN,Thiamine pyrophosphokinase,90.135,669,7,669.0,1.0
ytlR_1~~~ytlR_2~~~ytlR,ytlR_1;ytlR_2;ytlR,Putative lipid kinase YtlR,90.164,936,7,936.0,1.0
sbnD_1,sbnD_1,Staphyloferrin B transporter,90.224,1208,11,1212.0,0.997
group_327,,hypothetical protein,90.269,483,5,483.0,1.0
clcA_2,clcA_2,H(+)/Cl(-) exchange transporter ClcA,90.306,1372,11,1374.0,0.999
group_723,,hypothetical protein,90.323,186,2,186.0,1.0
group_573,,hypothetical protein,90.323,897,15,885.0,1.014
tmung,tmung,Type-4 uracil-DNA glycosylase,90.337,652,6,651.0,1.002
rluD_2,;rluD_2,hypothetical protein;Ribosomal large subunit pseudouridine synthase D,90.342,849,14,849.0,1.0
group_6,,hypothetical protein,90.343,939,2,939.0,1.0
group_892,,hypothetical protein,90.358,363,1,363.0,1.0
mvaA,mvaA,3-hydroxy-3-methylglutaryl-coenzyme A reductase,90.372,1236,11,1236.0,1.0
pnbA,pnbA,4-nitrobenzoate reductase,90.376,665,4,666.0,0.998
group_448,,hypothetical protein,90.386,1269,11,1278.0,0.993
menA_2,menA_2,14-dihydroxy-2-naphthoate octaprenyltransferase,90.404,904,6,912.0,0.991
tag,tag,DNA-3-methyladenine glycosylase 1,90.409,563,6,567.0,0.993
sasA_1,sasA_1,Adaptive-response sensory-kinase SasA,90.431,1292,11,1275.0,1.013
group_450,,hypothetical protein,90.455,880,14,885.0,0.994
garB,garB,Glutathione amide reductase,90.465,1332,2,1332.0,1.0
group_212,,hypothetical protein,90.495,747,6,747.0,1.0
group_438,,hypothetical protein,90.497,684,2,684.0,1.0
tadA_2,tadA_2,tRNA-specific adenosine deaminase,90.508,453,11,453.0,1.0
pepV_2~~~pepV_1,pepV_2;pepV_1,Beta-Ala-Xaa dipeptidase,90.509,1317,2,1317.0,1.0
group_33,,hypothetical protein,90.511,411,7,411.0,1.0
group_309,,hypothetical protein,90.513,1033,6,1032.0,1.001
group_449,,hypothetical protein,90.543,2580,9,2580.0,1.0
group_758,,hypothetical protein,90.545,624,2,624.0,1.0
recX,recX,Regulatory protein RecX,90.564,817,13,816.0,1.001
rplI,rplI,Large ribosomal subunit protein bL9,90.57,460,11,456.0,1.009
group_315,,hypothetical protein,90.625,576,6,576.0,1.0
agaA_1~~~agaA_2,agaA_1;agaA_2,Alpha-galactosidase AgaA,90.636,2232,7,2232.0,1.0
yafP,yafP,putative N-acetyltransferase YafP,90.639,438,9,447.0,0.98
group_25,,hypothetical protein,90.676,429,9,429.0,1.0
rpiA_1,rpiA_1,Ribose-5-phosphate isomerase A,90.688,698,11,699.0,0.999
group_846,,Acetyltransferase,90.703,441,6,441.0,1.0
group_584,,hypothetical protein,90.741,648,2,648.0,1.0
group_247,,hypothetical protein,90.759,303,3,303.0,1.0
msbA_2~~~uup_4~~~msbA_3,msbA_2;uup_4;msbA_3,ATP-dependent lipid A-core flippase;ATP-binding protein Uup,90.779,1605,28,1605.0,1.0
comFA,comFA,Competence protein ComFA,90.78,1269,11,1269.0,1.0
group_267,,hypothetical protein,90.809,903,15,921.0,0.98
group_890,,hypothetical protein,90.83,458,6,459.0,0.998
group_304,,hypothetical protein,90.842,1212,2,1212.0,1.0
recQ,recQ,ATP-dependent DNA helicase RecQ,90.858,1794,7,1794.0,1.0
uup_4,uup_4;,ATP-binding protein Uup;putative ABC transporter ATP-binding protein,90.909,1606,2,1608.0,0.999
artM_2~~~potA_2,artM_2;potA_2,Arginine transport ATP-binding protein ArtM;Spermidine/putrescine import ATP-binding protein PotA,90.909,648,101,648.0,1.0
group_505,,hypothetical protein,90.909,297,2,297.0,1.0
comA_2~~~comA_4,comA_2;comA_4,Transport/processing ATP-binding protein ComA,90.909,1584,60,1584.0,1.0
group_215,,hypothetical protein,90.929,1797,24,1797.0,1.0
group_345,,hypothetical protein,90.939,618,12,645.0,0.958
group_353,,hypothetical protein,90.964,336,5,336.0,1.0
rnhB,rnhB,Ribonuclease HII,90.969,753,11,753.0,1.0
group_462,,hypothetical protein,90.97,480,18,558.0,0.86
yjaB,yjaB;,Peptidyl-lysine N-acetyltransferase YjaB;hypothetical protein,90.972,432,6,456.0,0.947
group_641,,hypothetical protein,90.972,288,16,288.0,1.0
tcrA,tcrA,Transcriptional regulatory protein TcrA,90.991,666,18,666.0,1.0
uup_6~~~comA_3~~~uup_2,uup_6;comA_3;uup_2,ATP-binding protein Uup;Transport/processing ATP-binding protein ComA,91.018,1581,35,1581.0,1.0
group_269,,hypothetical protein,91.035,1227,6,1227.0,1.0
group_395,,hypothetical protein,91.04,625,2,627.0,0.997
kdpB,kdpB,Potassium-transporting ATPase ATP-binding subunit,91.049,2292,29,2268.0,1.011
ribCF,ribCF,Bifunctional riboflavin kinase/FMN adenylyltransferase,91.054,939,11,939.0,1.0
group_859,,hypothetical protein,91.057,369,6,369.0,1.0
folT,folT,Folate transporter FolT,91.085,516,11,516.0,1.0
group_231,,hypothetical protein,91.111,450,2,450.0,1.0
uup_7,uup_7,ATP-binding protein Uup,91.111,2357,33,2340.0,1.007
group_201,,hypothetical protein,91.118,912,2,909.0,1.003
group_203,,hypothetical protein,91.158,1131,6,1131.0,1.0
group_541,,hypothetical protein,91.168,1970,5,1974.0,0.998
cydD,cydD,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD,91.176,1818,31,1818.0,1.0
group_202,,Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase,91.18,771,6,771.0,1.0
group_466,,hypothetical protein,91.184,397,6,399.0,0.995
glcT~~~licT_5~~~licT_1,glcT;licT_5;licT_1,PtsGHI operon antiterminator;Transcription antiterminator LicT,91.19,840,7,840.0,1.0
group_408,,hypothetical protein,91.219,558,6,558.0,1.0
group_871,,Putative phosphatase,91.228,804,12,804.0,1.0
rfbX,rfbX,Putative O-antigen transporter,91.232,1437,11,1437.0,1.0
bltD,bltD,Spermine/spermidine N(1)-acetyltransferase,91.232,483,3,483.0,1.0
metN,metN,Methionine import ATP-binding protein MetN,91.238,1050,74,1050.0,1.0
rqcH,rqcH,Rqc2 RqcH,91.253,1705,12,1692.0,1.008
ybjI_1,ybjI_1,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,91.255,789,11,789.0,1.0
pepO_2~~~pepO_1,pepO_2;pepO_1,Neutral endopeptidase,91.255,1990,31,1944.0,1.024
catM,catM,HTH-type transcriptional regulator CatM,91.284,850,6,849.0,1.001
galK_2~~~galK_1,galK_2;galK_1,Galactokinase,91.285,918,11,918.0,1.0
group_656,,hypothetical protein,91.298,678,5,678.0,1.0
yidA_3~~~yidA_2,yidA_3;yidA_2,Sugar phosphatase YidA,91.299,816,20,816.0,1.0
yidA_1,yidA_1,Sugar phosphatase YidA,91.326,807,7,807.0,1.0
group_213,,hypothetical protein,91.371,1101,2,1101.0,1.0
pepDA_2,pepDA_2,Dipeptidase A,91.384,1426,41,1416.0,1.007
dexB,dexB,Glucan 16-alpha-glucosidase,91.404,1617,41,1617.0,1.0
group_355,,hypothetical protein,91.404,2571,22,2571.0,1.0
ftsY,ftsY,Signal recognition particle receptor FtsY,91.407,1350,16,1332.0,1.014
ylbL,ylbL,putative protein YlbL,91.42,1014,15,1014.0,1.0
group_710,,Endoglucanase,91.421,1119,10,1119.0,1.0
mvaS,mvaS,Hydroxymethylglutaryl-CoA synthase,91.495,1164,11,1164.0,1.0
group_698,,hypothetical protein,91.503,612,6,612.0,1.0
ywaC,ywaC,GTP pyrophosphokinase YwaC,91.503,614,17,612.0,1.003
group_848,,hypothetical protein,91.52,684,2,684.0,1.0
rluB,rluB,Ribosomal large subunit pseudouridine synthase B,91.528,720,11,720.0,1.0
group_598,,DegV domain-containing protein,91.548,840,7,840.0,1.0
group_383,,hypothetical protein,91.557,687,13,687.0,1.0
dnaE,dnaE,DNA polymerase III subunit alpha,91.562,3117,17,3117.0,1.0
copA,copA,Copper-exporting P-type ATPase,91.572,1939,26,1935.0,1.002
ecfA2,ecfA2,Energy-coupling factor transporter ATP-binding protein EcfA2,91.58,867,19,867.0,1.0
group_2,,hypothetical protein,91.581,677,7,678.0,0.999
group_552,,hypothetical protein,91.588,1902,6,1890.0,1.006
group_551,,hypothetical protein,91.595,702,12,702.0,1.0
group_24,,hypothetical protein,91.608,429,6,429.0,1.0
comGA,;comGA,hypothetical protein;Competence protein ComGA,91.616,978,11,978.0,1.0
map,map,Methionine aminopeptidase 1,91.636,826,11,825.0,1.001
msrB,msrB,Peptide methionine sulfoxide reductase MsrB,91.647,431,11,432.0,0.998
group_529,,putative RNA methyltransferase,91.648,1353,16,1353.0,1.0
gatC_4~~~gatC_3,gatC_4;gatC_3,PTS system galactitol-specific EIIC component,91.667,1452,5,1452.0,1.0
ecfT_1,ecfT_1,Energy-coupling factor transporter transmembrane protein EcfT,91.697,831,6,831.0,1.0
gabD1,gabD1,Succinate-semialdehyde dehydrogenase [NADP(+)] 1,91.703,1374,11,1374.0,1.0
ydaF,ydaF,Putative ribosomal N-acetyltransferase YdaF,91.713,543,4,543.0,1.0
rnz,rnz,Ribonuclease Z,91.72,930,11,930.0,1.0
nnrD,nnrD,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,91.726,846,14,846.0,1.0
hslO,hslO,33 kDa chaperonin,91.781,876,11,876.0,1.0
group_318,,hypothetical protein,91.784,852,16,852.0,1.0
group_74,,hypothetical protein,91.785,1692,5,1692.0,1.0
group_402,,hypothetical protein,91.795,585,14,585.0,1.0
rppH,;rppH,Nudix hydrolase;hypothetical protein;RNA pyrophosphohydrolase,91.803,458,5,465.0,0.985
group_634,,hypothetical protein,91.803,732,2,732.0,1.0
yfnB,yfnB,Putative HAD-hydrolase YfnB,91.808,708,9,708.0,1.0
ecsA,ecsA,ABC-type transporter ATP-binding protein EcsA,91.834,747,12,747.0,1.0
group_542,,hypothetical protein,91.87,943,34,903.0,1.044
thiI,thiI,putative tRNA sulfurtransferase,91.872,1220,11,1218.0,1.002
group_344,,hypothetical protein,91.874,1083,3,1083.0,1.0
egtUBC,egtUBC,putative ergothioneine transporter EgtUBC,91.876,1551,2,1548.0,1.002
group_225,,hypothetical protein,91.876,837,7,834.0,1.004
mrnC,mrnC,Mini-ribonuclease 3,91.892,444,11,444.0,1.0
group_671,,hypothetical protein,91.896,654,2,654.0,1.0
ypiA,ypiA,TPR repeat-containing protein YpiA,91.898,1259,14,1260.0,0.999
tilS,tilS,tRNA(Ile)-lysidine synthase,91.898,1296,14,1296.0,1.0
paiA,paiA,Spermidine/spermine N(1)-acetyltransferase,91.908,519,6,525.0,0.989
group_702,,hypothetical protein,91.908,828,2,828.0,1.0
group_714,,hypothetical protein,91.913,1014,2,1014.0,1.0
group_612,,hypothetical protein,91.935,434,4,441.0,0.984
rsmD,rsmD,Ribosomal RNA small subunit methyltransferase D,91.985,549,11,549.0,1.0
group_460,,hypothetical protein,91.99,1236,11,1236.0,1.0
group_736,,hypothetical protein,91.991,462,2,462.0,1.0
pepX,pepX,Xaa-Pro dipeptidyl-peptidase,91.992,2389,11,2385.0,1.002
rpe,rpe,Ribulose-phosphate 3-epimerase,92.012,651,11,651.0,1.0
lacR_2,lacR_2,HTH-type transcriptional regulator LacR,92.016,1002,7,1002.0,1.0
ansA,ansA,L-asparaginase 1,92.028,1016,6,1017.0,0.999
qorB,qorB,Quinone oxidoreductase 2,92.042,867,2,867.0,1.0
group_394,,hypothetical protein,92.056,642,9,642.0,1.0
mdtP_2,mdtP_2,Multidrug transporter protein MdtP,92.057,1473,11,1473.0,1.0
group_391,,hypothetical protein,92.093,645,11,645.0,1.0
group_64,,hypothetical protein,92.105,342,11,342.0,1.0
smtB,smtB,HTH-type transcriptional repressor SmtB,92.115,279,6,279.0,1.0
group_574,,hypothetical protein,92.116,241,2,243.0,0.992
addA,addA,ATP-dependent helicase/nuclease subunit A,92.116,3615,37,3615.0,1.0
group_770,,hypothetical protein,92.118,1256,4,1257.0,0.999
group_337,,hypothetical protein,92.125,546,4,546.0,1.0
rsmC,rsmC,Ribosomal RNA small subunit methyltransferase C,92.157,612,11,612.0,1.0
group_578,,L-lactate oxidase,92.171,1239,11,1239.0,1.0
group_164,,hypothetical protein,92.174,115,6,153.0,0.752
group_701,,hypothetical protein,92.177,588,2,588.0,1.0
group_314,,Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase,92.177,588,11,588.0,1.0
group_624,,hypothetical protein,92.179,780,6,780.0,1.0
pyrR_2,pyrR_2,Bifunctional protein pyrR,92.179,537,12,537.0,1.0
group_696,,hypothetical protein,92.182,1893,13,1884.0,1.005
odcI,odcI,Inducible ornithine decarboxylase,92.19,2100,13,2100.0,1.0
yedJ,yedJ,putative protein YedJ,92.202,654,11,654.0,1.0
rihC,rihC,Non-specific ribonucleoside hydrolase RihC,92.208,924,15,924.0,1.0
degV_1,degV_1,Protein DegV,92.208,924,6,924.0,1.0
group_324,,hypothetical protein,92.216,501,4,501.0,1.0
group_239,,hypothetical protein,92.216,1002,11,1002.0,1.0
cycA_2,cycA_2,D-serine/D-alanine/glycine transporter,92.222,1350,26,1350.0,1.0
group_726,,hypothetical protein,92.231,1197,6,1197.0,1.0
rihB,rihB,Pyrimidine-specific ribonucleoside hydrolase RihB,92.233,938,9,927.0,1.012
ykoD_2,ykoD_2,Putative HMP/thiamine import ATP-binding protein YkoD,92.239,1353,17,1353.0,1.0
dnaD,dnaD,Replicative helicase loading/DNA remodeling protein DnaD,92.248,645,11,645.0,1.0
group_782,,hypothetical protein,92.258,620,12,618.0,1.003
group_332,,hypothetical protein,92.262,840,6,840.0,1.0
pyrP,pyrP,Uracil permease,92.267,1332,11,1332.0,1.0
group_434,,hypothetical protein,92.274,453,11,453.0,1.0
group_350,,Gamma-resorcylate decarboxylase;hypothetical protein,92.282,609,4,609.0,1.0
group_114,,NADH:fumarate oxidoreductase,92.285,1374,13,1374.0,1.0
group_18,,hypothetical protein,92.29,441,2,441.0,1.0
yqgN,yqgN,putative protein YqgN,92.294,558,7,558.0,1.0
fpgS,fpgS,Folylpolyglutamate synthase,92.302,1262,14,1260.0,1.002
pepE_2~~~pepE_3,pepE_2;pepE_3,Aminopeptidase E,92.314,1314,39,1314.0,1.0
yclM,yclM,Aspartokinase 3,92.325,1372,10,1356.0,1.012
hepT,hepT,Heptaprenyl diphosphate synthase component 2,92.33,1017,2,1017.0,1.0
trmFO,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,92.331,1317,11,1317.0,1.0
recJ,recJ,Single-stranded-DNA-specific exonuclease RecJ,92.338,2271,14,2271.0,1.0
scpA,scpA,Segregation and condensation protein A,92.339,744,11,744.0,1.0
xerS,xerS,Tyrosine recombinase XerS,92.344,1071,12,1071.0,1.0
ybiT,ybiT,putative ATP-binding protein YbiT,92.36,1624,7,1623.0,1.001
yheI_1,yheI_1,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,92.36,1771,29,1767.0,1.002
bshA,bshA,N-acetyl-alpha-D-glucosaminyl L-malate synthase,92.371,1101,11,1101.0,1.0
group_761,,hypothetical protein,92.381,735,11,735.0,1.0
rnj2,rnj2,Ribonuclease J 2,92.399,1776,23,1776.0,1.0
yidA_3,yidA_3,Sugar phosphatase YidA,92.402,817,18,816.0,1.001
priA,priA,Replication restart protein PriA,92.404,2396,20,2397.0,1.0
yfiC,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,92.42,1029,12,1029.0,1.0
dinB_2,dinB_2,DNA polymerase IV,92.424,1122,11,1122.0,1.0
dinB_1,dinB_1,DNA polymerase IV,92.424,1320,11,1320.0,1.0
