nrdF1,nrdF1,Ribonucleoside-diphosphate reductase subunit beta nrdF1,CHONFCMC_01728,KGGMHOKE_00339,JPPLDLFD_01444
group_840,,hypothetical protein,CHONFCMC_01717,KGGMHOKE_00328,JPPLDLFD_01455
mazF,mazF,Endoribonuclease toxin MazF,CHONFCMC_01726,KGGMHOKE_00337,JPPLDLFD_01446
tagU_2,tagU_2,Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU,CHONFCMC_01719,KGGMHOKE_00330,JPPLDLFD_01453
group_839,,hypothetical protein,CHONFCMC_01732,KGGMHOKE_00343,JPPLDLFD_01440
group_838,,hypothetical protein,CHONFCMC_01731,KGGMHOKE_00342,JPPLDLFD_01441
pepF,pepF,Oligopeptidase PepF,CHONFCMC_01718,KGGMHOKE_00329,JPPLDLFD_01454
yjjB,yjjB,succinate transporter subunit YjjB,CHONFCMC_01724,KGGMHOKE_00335,JPPLDLFD_01448
group_837,,hypothetical protein,CHONFCMC_01723,KGGMHOKE_00334,JPPLDLFD_01449
yheS,yheS,putative ATP-binding protein YheS,CHONFCMC_01722,KGGMHOKE_00333,JPPLDLFD_01450
group_836,,hypothetical protein,CHONFCMC_01725,KGGMHOKE_00336,JPPLDLFD_01447
hflX,hflX,GTPase HflX,CHONFCMC_01736,KGGMHOKE_00348,JPPLDLFD_01435
nrdI,nrdI,Protein NrdI,CHONFCMC_01729,KGGMHOKE_00340,JPPLDLFD_01443
group_835,,hypothetical protein,CHONFCMC_01727,KGGMHOKE_00338,JPPLDLFD_01445
gmk_2,gmk_2,Guanylate kinase,CHONFCMC_01733,KGGMHOKE_00344,JPPLDLFD_01439
group_834,,hypothetical protein,CHONFCMC_01734,KGGMHOKE_00346,JPPLDLFD_01437
group_833,,hypothetical protein,CHONFCMC_01720,KGGMHOKE_00331,JPPLDLFD_01452
group_832,,hypothetical protein,CHONFCMC_01730,KGGMHOKE_00341,JPPLDLFD_01442
group_831,,hypothetical protein,0_refound_0_pseudo,KGGMHOKE_00345,JPPLDLFD_01438
group_830,,hypothetical protein,CHONFCMC_01735,KGGMHOKE_00347,JPPLDLFD_01436
group_829,,hypothetical protein,CHONFCMC_01721,KGGMHOKE_00332,JPPLDLFD_01451
group_827,,Macro domain-containing protein,CHONFCMC_01656,KGGMHOKE_01763,JPPLDLFD_01515
apbE,apbE,FAD:protein FMN transferase,CHONFCMC_01688,KGGMHOKE_01732,JPPLDLFD_01484
group_826,,hypothetical protein,CHONFCMC_01696,KGGMHOKE_01724,JPPLDLFD_01476
group_824,,hypothetical protein,CHONFCMC_01709,KGGMHOKE_01711,JPPLDLFD_01462
manZ_5,manZ_5,PTS system mannose-specific EIID component,CHONFCMC_01633,KGGMHOKE_01787,JPPLDLFD_01539
group_823,,hypothetical protein,CHONFCMC_01682,KGGMHOKE_01738,JPPLDLFD_01490
rsmG,rsmG,Ribosomal RNA small subunit methyltransferase G,CHONFCMC_01690,KGGMHOKE_01730,JPPLDLFD_01482
group_821,,Putative glutamine amidotransferase,CHONFCMC_01637,KGGMHOKE_01783,JPPLDLFD_01534
thrP_2,thrP_2,Threonine/serine transporter ThrP,CHONFCMC_01636,KGGMHOKE_01784,JPPLDLFD_01535
bcaP_2,bcaP_2,Branched-chain amino acid permease BcaP,CHONFCMC_01642,KGGMHOKE_01778,JPPLDLFD_01529
group_820,,putative transporter,CHONFCMC_01638,KGGMHOKE_01782,JPPLDLFD_01533
group_817,,Aspartate racemase,CHONFCMC_01702,KGGMHOKE_01718,JPPLDLFD_01470
menH_2,menH_2,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase,CHONFCMC_01671,KGGMHOKE_01748,JPPLDLFD_01500
thrP_3~~~thrP_2~~~thrP_1,thrP_3;thrP_2;thrP_1,Threonine/serine transporter ThrP,CHONFCMC_01635,KGGMHOKE_01785,JPPLDLFD_01537;JPPLDLFD_01536
smtB,smtB,HTH-type transcriptional repressor SmtB,CHONFCMC_01711,KGGMHOKE_01709,JPPLDLFD_01460
ccpA_3,ccpA_3,Catabolite control protein A,CHONFCMC_01653,KGGMHOKE_01767,JPPLDLFD_01525
glcR_2,glcR_2,HTH-type transcriptional repressor GlcR,CHONFCMC_01706,KGGMHOKE_01714,JPPLDLFD_01465
yaaA,yaaA,DNA-binding and peroxide stress resistance protein YaaA,CHONFCMC_01669,KGGMHOKE_01750,JPPLDLFD_01502
scrB_2,scrB_2,Sucrose-6-phosphate hydrolase,CHONFCMC_01654,KGGMHOKE_01766,JPPLDLFD_01524
manX_2,manX_2,PTS system mannose-specific EIIAB component,CHONFCMC_01631,KGGMHOKE_01789,JPPLDLFD_01541
group_815,,hypothetical protein,CHONFCMC_01664,KGGMHOKE_01755,JPPLDLFD_01507
bglH_3,bglH_3,Aryl-phospho-beta-D-glucosidase BglH,CHONFCMC_01680,KGGMHOKE_01740,JPPLDLFD_01492
pepD,pepD,Dipeptidase,CHONFCMC_01681,KGGMHOKE_01739,JPPLDLFD_01491
group_814,,hypothetical protein,CHONFCMC_01674;CHONFCMC_01675,KGGMHOKE_01745,JPPLDLFD_01497
asnA,asnA,Aspartate--ammonia ligase,CHONFCMC_01640,KGGMHOKE_01780,JPPLDLFD_01531
glcA,glcA,Glycolate permease GlcA,CHONFCMC_01715,KGGMHOKE_01705,JPPLDLFD_01456
soj,soj,Sporulation initiation inhibitor protein Soj,CHONFCMC_01692,KGGMHOKE_01728,JPPLDLFD_01480
ptpB_1,ptpB_1,Triple specificity protein phosphatase PtpB,CHONFCMC_01645,KGGMHOKE_01775,JPPLDLFD_01526
group_813,,hypothetical protein,CHONFCMC_01689,KGGMHOKE_01731,JPPLDLFD_01483
yicI,yicI;,Alpha-xylosidase;hypothetical protein,CHONFCMC_01705,KGGMHOKE_01715,JPPLDLFD_01467;JPPLDLFD_01466
nfr1,nfr1,NADH-dependent flavin reductase subunit 1,CHONFCMC_01684,KGGMHOKE_01736,JPPLDLFD_01488
ybiV,ybiV,Sugar phosphatase YbiV,CHONFCMC_01710,KGGMHOKE_01710,JPPLDLFD_01461
murE,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase,CHONFCMC_01701,KGGMHOKE_01719,JPPLDLFD_01471
mupG,mupG,6-phospho-N-acetylmuramidase,CHONFCMC_01686,KGGMHOKE_01734,JPPLDLFD_01486
znuB,znuB,High-affinity zinc uptake system membrane protein ZnuB,CHONFCMC_01714,KGGMHOKE_01706,JPPLDLFD_01457
group_812,,putative ABC transporter permease,CHONFCMC_01676,KGGMHOKE_01744,JPPLDLFD_01496
uup_9,uup_9,ATP-binding protein Uup,CHONFCMC_01657,KGGMHOKE_01762,JPPLDLFD_01514
nfr2,nfr2,NADH-dependent flavin reductase subunit 2,CHONFCMC_01685,KGGMHOKE_01735,JPPLDLFD_01487
ptpB_2,ptpB_2,Triple specificity protein phosphatase PtpB,CHONFCMC_01687,KGGMHOKE_01733,JPPLDLFD_01485
sorA_2,sorA_2,PTS system sorbose-specific EIIC component,CHONFCMC_01632,KGGMHOKE_01788,JPPLDLFD_01540
ychF,ychF,Ribosome-binding ATPase YchF,CHONFCMC_01695,KGGMHOKE_01725,JPPLDLFD_01477
thiD,thiD,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,CHONFCMC_01644,KGGMHOKE_01776,JPPLDLFD_01527
group_810,,putative ABC transporter ATP-binding protein,CHONFCMC_01697,KGGMHOKE_01723,JPPLDLFD_01475
group_809,,hypothetical protein,CHONFCMC_01665,KGGMHOKE_01754,JPPLDLFD_01506
rcsC,rcsC,Sensor histidine kinase RcsC,CHONFCMC_01700,KGGMHOKE_01720,JPPLDLFD_01472
pspB,pspB,Putative phosphoserine phosphatase 2,CHONFCMC_01673,KGGMHOKE_01746,JPPLDLFD_01498
group_808,,putative ABC transporter ATP-binding protein,CHONFCMC_01698,KGGMHOKE_01722,JPPLDLFD_01474
group_807,,hypothetical protein,CHONFCMC_01668,KGGMHOKE_01751,JPPLDLFD_01503
group_806,,hypothetical protein,CHONFCMC_01670,KGGMHOKE_01749,JPPLDLFD_01501
group_805,bglF_3,PTS system beta-glucoside-specific EIIBCA component,CHONFCMC_01679,KGGMHOKE_01741,JPPLDLFD_01493
group_804,,hypothetical protein,CHONFCMC_01634,KGGMHOKE_01786,JPPLDLFD_01538
scrA_3,scrA_3,PTS system sucrose-specific EIIBCA component,CHONFCMC_01655,KGGMHOKE_01765,JPPLDLFD_01523
group_803,,hypothetical protein,CHONFCMC_01683,KGGMHOKE_01737,JPPLDLFD_01489
group_802,licT_3,Transcription antiterminator LicT,CHONFCMC_01678,KGGMHOKE_01742,JPPLDLFD_01494
fruA,fruA,PTS system fructose-specific EIIABC component,CHONFCMC_01708,KGGMHOKE_01712,JPPLDLFD_01463
cobC,cobC,Adenosylcobalamin/alpha-ribazole phosphatase,CHONFCMC_01672,KGGMHOKE_01747,JPPLDLFD_01499
ybbH_1,ybbH_1,putative HTH-type transcriptional regulator YbbH,CHONFCMC_01663,KGGMHOKE_01756,JPPLDLFD_01508
sbnD_2,sbnD_2,Staphyloferrin B transporter,CHONFCMC_01659,KGGMHOKE_01760,JPPLDLFD_01512
yhaP,yhaP,putative protein YhaP,CHONFCMC_01704,KGGMHOKE_01716,JPPLDLFD_01468
group_800,,hypothetical protein,CHONFCMC_01662,KGGMHOKE_01757,JPPLDLFD_01509
group_799,,hypothetical protein,CHONFCMC_01660,KGGMHOKE_01759,JPPLDLFD_01511
spo0J,spo0J,Stage 0 sporulation protein J,CHONFCMC_01693,KGGMHOKE_01727,JPPLDLFD_01479
noc,noc,Nucleoid occlusion protein,CHONFCMC_01691,KGGMHOKE_01729,JPPLDLFD_01481
znuC,znuC,Zinc import ATP-binding protein ZnuC,CHONFCMC_01713,KGGMHOKE_01707,JPPLDLFD_01458
aroD,aroD,3-dehydroquinate dehydratase,CHONFCMC_01661,KGGMHOKE_01758,JPPLDLFD_01510
yicL_1,yicL_1,putative inner membrane transporter YicL,CHONFCMC_01641,KGGMHOKE_01779,JPPLDLFD_01530
group_796,btuD_2,Vitamin B12 import ATP-binding protein BtuD,CHONFCMC_01703,KGGMHOKE_01717,JPPLDLFD_01469
group_795,,hypothetical protein,CHONFCMC_01712,KGGMHOKE_01708,JPPLDLFD_01459
group_794,,hypothetical protein,CHONFCMC_01666,KGGMHOKE_01753,JPPLDLFD_01505
group_793,,hypothetical protein,CHONFCMC_01694,KGGMHOKE_01726,JPPLDLFD_01478
hrtA,hrtA,Putative hemin import ATP-binding protein HrtA,CHONFCMC_01677,KGGMHOKE_01743,JPPLDLFD_01495
guaA_2,guaA_2,GMP synthase [glutamine-hydrolyzing],CHONFCMC_01658,KGGMHOKE_01761,JPPLDLFD_01513
gatD,gatD,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD,CHONFCMC_01643,KGGMHOKE_01777,JPPLDLFD_01528
tagK_3,tagK_3,D-tagatose-1-phosphate kinase,CHONFCMC_01707,KGGMHOKE_01713,JPPLDLFD_01464
vanR,vanR,Regulatory protein VanR,CHONFCMC_01699,KGGMHOKE_01721,JPPLDLFD_01473
group_792,,hypothetical protein,CHONFCMC_01667,KGGMHOKE_01752,JPPLDLFD_01504
group_790,,hypothetical protein,CHONFCMC_01639,KGGMHOKE_01781,JPPLDLFD_01532
group_789,,hypothetical protein,CHONFCMC_01615,KGGMHOKE_01107,JPPLDLFD_00703
dinB_2,dinB_2,DNA polymerase IV,CHONFCMC_01599,KGGMHOKE_01123,JPPLDLFD_00687
ruvA,ruvA,Holliday junction branch migration complex subunit RuvA,CHONFCMC_01595,KGGMHOKE_01127,JPPLDLFD_00683
dedA,dedA,DedA family protein,CHONFCMC_01627,KGGMHOKE_01095,JPPLDLFD_01084
mutSB,mutSB,Putative endonuclease MutS2,CHONFCMC_01607,KGGMHOKE_01115,JPPLDLFD_00695
pglK,pglK,Protein glycosylation K,CHONFCMC_01618,KGGMHOKE_01104,JPPLDLFD_00706
group_788,,hypothetical protein,CHONFCMC_01623,KGGMHOKE_01099,JPPLDLFD_01088
ruvB,ruvB,Holliday junction branch migration complex subunit RuvB,CHONFCMC_01596,KGGMHOKE_01126,JPPLDLFD_00684
yutF,yutF,5'-nucleotidase YutF,CHONFCMC_01625,KGGMHOKE_01097,JPPLDLFD_01086
group_787,,hypothetical protein,CHONFCMC_01606,KGGMHOKE_01116,JPPLDLFD_00694
mutS,mutS,DNA mismatch repair protein MutS,CHONFCMC_01593,KGGMHOKE_01129,JPPLDLFD_00681
group_786,,hypothetical protein,CHONFCMC_01624,KGGMHOKE_01098,JPPLDLFD_01087
alaS,alaS,Alanine--tRNA ligase,CHONFCMC_01602,KGGMHOKE_01120,JPPLDLFD_00690
group_784,,hypothetical protein,CHONFCMC_01614,KGGMHOKE_01108,JPPLDLFD_00702
mutL,mutL,DNA mismatch repair protein MutL,CHONFCMC_01594,KGGMHOKE_01128,JPPLDLFD_00682
group_783,,hypothetical protein,CHONFCMC_01603,KGGMHOKE_01119,JPPLDLFD_00691
yrrK,yrrK,Putative pre-16S rRNA nuclease,CHONFCMC_01604,KGGMHOKE_01118,JPPLDLFD_00692
yugI,yugI,General stress protein 13,CHONFCMC_01629,KGGMHOKE_01093,JPPLDLFD_01082
yumC,yumC,Ferredoxin--NADP reductase 2,CHONFCMC_01628,KGGMHOKE_01094,JPPLDLFD_01083
group_782,,hypothetical protein,CHONFCMC_01626,KGGMHOKE_01096,JPPLDLFD_01085
trxA,trxA,Thioredoxin,CHONFCMC_01608,KGGMHOKE_01114,JPPLDLFD_00696
mtgA_2,mtgA_2,Biosynthetic peptidoglycan transglycosylase,CHONFCMC_01619,KGGMHOKE_01103,JPPLDLFD_01092
ykuT,ykuT,putative MscS family protein YkuT,CHONFCMC_01613,KGGMHOKE_01109,JPPLDLFD_00701
ackA_2,ackA_2,Acetate kinase,CHONFCMC_01612,KGGMHOKE_01110,JPPLDLFD_00700
cshB,cshB,DEAD-box ATP-dependent RNA helicase CshB,CHONFCMC_01601,KGGMHOKE_01121,JPPLDLFD_00689
group_781,,hypothetical protein,CHONFCMC_01605,KGGMHOKE_01117,JPPLDLFD_00693
group_780,,hypothetical protein,CHONFCMC_01597,KGGMHOKE_01125,JPPLDLFD_00685
pepV_2,pepV_2,Beta-Ala-Xaa dipeptidase,CHONFCMC_01620,KGGMHOKE_01102,JPPLDLFD_01091
ccpA_2~~~ccpA_1,ccpA_2;ccpA_1,Catabolite control protein A,CHONFCMC_01617,KGGMHOKE_01105,JPPLDLFD_00705
rdgB,rdgB,dITP/XTP pyrophosphatase,CHONFCMC_01611,KGGMHOKE_01111,JPPLDLFD_00699
nrnA,nrnA,putative bifunctional oligoribonuclease and PAP phosphatase NrnA,CHONFCMC_01600,KGGMHOKE_01122,JPPLDLFD_00688
murI,murI,Glutamate racemase,CHONFCMC_01610,KGGMHOKE_01112,JPPLDLFD_00698
uup_8~~~msbA_1,;uup_8;msbA_1,hypothetical protein;ATP-binding protein Uup;ATP-dependent lipid A-core flippase,CHONFCMC_01592,KGGMHOKE_01130,JPPLDLFD_00679;JPPLDLFD_00680
group_779,,hypothetical protein,CHONFCMC_01622,KGGMHOKE_01100,JPPLDLFD_01089
zwf,zwf,Glucose-6-phosphate 1-dehydrogenase,CHONFCMC_01598,KGGMHOKE_01124,JPPLDLFD_00686
group_777,,hypothetical protein,CHONFCMC_01621,KGGMHOKE_01101,JPPLDLFD_01090
yslB,yslB,putative protein YslB,CHONFCMC_01609,KGGMHOKE_01113,JPPLDLFD_00697
pepQ,pepQ,Xaa-Pro dipeptidase,CHONFCMC_01616,KGGMHOKE_01106,JPPLDLFD_00704
tadA_2,tadA_2,tRNA-specific adenosine deaminase,CHONFCMC_01553,KGGMHOKE_01171,JPPLDLFD_00815
rex,rex,Redox-sensing transcriptional repressor Rex,CHONFCMC_01584,KGGMHOKE_01139,JPPLDLFD_00874
tcyL,tcyL,L-cystine transport system permease protein TcyL,CHONFCMC_01544,KGGMHOKE_01181,JPPLDLFD_00806
groES,groES,Co-chaperonin GroES,CHONFCMC_01588,KGGMHOKE_01134,JPPLDLFD_00878
group_776,,hypothetical protein,CHONFCMC_01590,KGGMHOKE_01132,JPPLDLFD_00880
ettA,;ettA,hypothetical protein;Energy-dependent translational throttle protein EttA,CHONFCMC_01583,KGGMHOKE_01140,JPPLDLFD_00872;JPPLDLFD_00873
group_773,,putative HTH-type transcriptional regulator,CHONFCMC_01586,KGGMHOKE_01137,JPPLDLFD_00876
guaC_2~~~guaC_1~~~guaC,guaC_2;guaC_1;guaC,GMP reductase,CHONFCMC_01572,KGGMHOKE_01151;KGGMHOKE_01152,JPPLDLFD_01284
group_772,,hypothetical protein,CHONFCMC_01570,KGGMHOKE_01154,JPPLDLFD_00832
dxs,dxs,1-deoxy-D-xylulose-5-phosphate synthase,CHONFCMC_01534,KGGMHOKE_01189,JPPLDLFD_00798
group_771,,hypothetical protein,CHONFCMC_01557,KGGMHOKE_01167,JPPLDLFD_00819
group_770,,hypothetical protein,CHONFCMC_01535,KGGMHOKE_01188,JPPLDLFD_00799
garK~~~glxK,garK;glxK,Glycerate 2-kinase;Glycerate 3-kinase,CHONFCMC_01533,KGGMHOKE_01190,JPPLDLFD_00797
secE,secE,Protein translocase subunit SecE,CHONFCMC_01540,KGGMHOKE_01185,JPPLDLFD_00802
yabA,yabA,Replication initiation control protein YabA,CHONFCMC_01561,KGGMHOKE_01163,JPPLDLFD_00823
group_766,,hypothetical protein,CHONFCMC_01552,KGGMHOKE_01172,JPPLDLFD_00814
dnaX,dnaX,DNA polymerase III subunit tau,CHONFCMC_01554,KGGMHOKE_01170,JPPLDLFD_00816
hepT,hepT,Heptaprenyl diphosphate synthase component 2,CHONFCMC_01536,KGGMHOKE_01187,JPPLDLFD_00800
artM_2~~~potA_2,artM_2;potA_2,Arginine transport ATP-binding protein ArtM;Spermidine/putrescine import ATP-binding protein PotA,CHONFCMC_01545,KGGMHOKE_01180;KGGMHOKE_01179,JPPLDLFD_00807
rplJ,rplJ,Large ribosomal subunit protein uL10,CHONFCMC_01547,KGGMHOKE_01177,JPPLDLFD_00809
group_765,,hypothetical protein,CHONFCMC_01576,KGGMHOKE_01145,JPPLDLFD_00867
group_764,,hypothetical protein,CHONFCMC_01549,KGGMHOKE_01175,JPPLDLFD_00811
recR,recR,Recombination protein RecR,CHONFCMC_01556,KGGMHOKE_01168,JPPLDLFD_00818
clcA_2,clcA_2,H(+)/Cl(-) exchange transporter ClcA,CHONFCMC_01569,KGGMHOKE_01155,JPPLDLFD_00831
rplK,rplK,Large ribosomal subunit protein uL11,CHONFCMC_01542,KGGMHOKE_01183,JPPLDLFD_00804
tsaB,tsaB,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB,CHONFCMC_01565,KGGMHOKE_01159,JPPLDLFD_00827
