appC,appC,Cytochrome bd-II ubiquinol oxidase subunit 1,BDMKMOGB_01121,IAAMHMBP_00744,PKFCGPHH_00638
cydB,cydB,Cytochrome bd-I ubiquinol oxidase subunit 2,BDMKMOGB_01120,IAAMHMBP_00745,PKFCGPHH_00637
group_481,,Type II NADH:quinone oxidoreductase,BDMKMOGB_01247,IAAMHMBP_00750,PKFCGPHH_00632
bmr3,bmr3,Multidrug resistance protein 3,BDMKMOGB_01122,IAAMHMBP_00743,PKFCGPHH_00639
cydC,cydC,Glutathione/L-cysteine transport system ATP-binding/permease protein CydC,BDMKMOGB_01244,IAAMHMBP_00747,PKFCGPHH_00635
menA,menA,14-dihydroxy-2-naphthoate octaprenyltransferase,BDMKMOGB_01246,IAAMHMBP_00749,PKFCGPHH_00633
cydD,cydD,Glutathione/L-cysteine transport system ATP-binding/permease protein CydD,BDMKMOGB_01119,IAAMHMBP_00746,PKFCGPHH_00636
metK,metK,S-adenosylmethionine synthase,BDMKMOGB_01123,IAAMHMBP_00742,PKFCGPHH_00640
cladc,cla-dc,CLA biosynthesis isomerase,BDMKMOGB_01107,IAAMHMBP_00288,PKFCGPHH_00703
dtpT,dtpT,Di-/tripeptide transporter,BDMKMOGB_01109,IAAMHMBP_00290,PKFCGPHH_00705
group_476,,Macro domain-containing protein,BDMKMOGB_01110,IAAMHMBP_00067,PKFCGPHH_00706
iolU,iolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,BDMKMOGB_01104,IAAMHMBP_00285,PKFCGPHH_00700
mmgB,mmgB,putative 3-hydroxybutyryl-CoA dehydrogenase,BDMKMOGB_01108,IAAMHMBP_00289,PKFCGPHH_00704
claer,cla-er,CLA biosynthesis enone reductase,BDMKMOGB_01106,IAAMHMBP_00287,PKFCGPHH_00702
guaA_2,guaA_2,GMP synthase [glutamine-hydrolyzing],BDMKMOGB_01105,IAAMHMBP_00286,PKFCGPHH_00701
murQ,murQ,N-acetylmuramic acid 6-phosphate etherase,BDMKMOGB_01103,IAAMHMBP_00284,PKFCGPHH_00699
group_472,,hypothetical protein,BDMKMOGB_01102,IAAMHMBP_01180,PKFCGPHH_01279
group_471,,hypothetical protein,BDMKMOGB_01069,IAAMHMBP_01148,PKFCGPHH_00616
group_470,,hypothetical protein,BDMKMOGB_01061,IAAMHMBP_01140,PKFCGPHH_00624
pspA,pspA,Phosphoserine phosphatase 1,BDMKMOGB_01056,IAAMHMBP_01135,PKFCGPHH_00629
iscS_2,iscS_2,Cysteine desulfurase IscS,BDMKMOGB_01093,IAAMHMBP_01172,PKFCGPHH_00675
iscS_1,iscS_1,Cysteine desulfurase IscS,BDMKMOGB_01062,IAAMHMBP_01141,PKFCGPHH_00623
coaD,coaD,Phosphopantetheine adenylyltransferase,BDMKMOGB_01046,IAAMHMBP_01125,PKFCGPHH_01103
recD2,recD2,ATP-dependent RecD2 DNA helicase,BDMKMOGB_01054,IAAMHMBP_01133,PKFCGPHH_01095
ylbL,ylbL,putative protein YlbL,BDMKMOGB_01045,IAAMHMBP_01124,PKFCGPHH_01104
rarA,rarA,Replication-associated recombination protein A,BDMKMOGB_01097,IAAMHMBP_01176,PKFCGPHH_00671
group_469,,Phosphorylated carbohydrates phosphatase,BDMKMOGB_01088,IAAMHMBP_01167,PKFCGPHH_00680
ftsW,ftsW,putative peptidoglycan glycosyltransferase FtsW,BDMKMOGB_01049,IAAMHMBP_01128,PKFCGPHH_01100
group_468,,hypothetical protein,BDMKMOGB_01064,IAAMHMBP_01143,PKFCGPHH_00621
mraZ,mraZ,Transcriptional regulator MraZ,BDMKMOGB_01081,IAAMHMBP_01160,PKFCGPHH_00687
ftsZ,ftsZ,Cell division protein FtsZ,BDMKMOGB_01072,IAAMHMBP_01151,PKFCGPHH_00613
divIB,divIB,Cell division protein DivIB,BDMKMOGB_01074,IAAMHMBP_01153,PKFCGPHH_00611
group_467,,hypothetical protein,BDMKMOGB_01070,IAAMHMBP_01149,PKFCGPHH_00615
group_466,,hypothetical protein,BDMKMOGB_01099;BDMKMOGB_01100,IAAMHMBP_01178,PKFCGPHH_01282;PKFCGPHH_01281
mreC,mreC,Cell shape-determining protein MreC,BDMKMOGB_01085,IAAMHMBP_01164,PKFCGPHH_00683
mtnN,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,BDMKMOGB_01063,IAAMHMBP_01142,PKFCGPHH_00622
group_465,,Putative universal stress protein,BDMKMOGB_01098,IAAMHMBP_01177,PKFCGPHH_01283
murD,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,BDMKMOGB_01076,IAAMHMBP_01155,PKFCGPHH_00609
ftsA,ftsA,Cell division protein FtsA,BDMKMOGB_01073,IAAMHMBP_01152,PKFCGPHH_00612
rpsD,rpsD,Small ribosomal subunit protein uS4,BDMKMOGB_01095,IAAMHMBP_01174,PKFCGPHH_00673
thiI,thiI,putative tRNA sulfurtransferase,BDMKMOGB_01092,IAAMHMBP_01171,PKFCGPHH_00676
group_464,,hypothetical protein,BDMKMOGB_01083,IAAMHMBP_01162,PKFCGPHH_00685
ftsL,ftsL,Cell division protein FtsL,BDMKMOGB_01079,IAAMHMBP_01158,PKFCGPHH_00689
cspA,cspA,Cold shock-like protein CspA,BDMKMOGB_01066,IAAMHMBP_01145,PKFCGPHH_00619
rnj1,rnj1,Ribonuclease J 1,BDMKMOGB_01053,IAAMHMBP_01132,PKFCGPHH_01096
rsmH,rsmH,Ribosomal RNA small subunit methyltransferase H,BDMKMOGB_01080,IAAMHMBP_01159,PKFCGPHH_00688
rpoY,rpoY,DNA-directed RNA polymerase subunit epsilon,BDMKMOGB_01052,IAAMHMBP_01131,PKFCGPHH_01097
rsuA,rsuA,Ribosomal small subunit pseudouridine synthase A,BDMKMOGB_01091,IAAMHMBP_01170,PKFCGPHH_00677
group_463,,hypothetical protein,BDMKMOGB_01087,IAAMHMBP_01166,PKFCGPHH_00681
mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,BDMKMOGB_01077,IAAMHMBP_01156,PKFCGPHH_00608
ezrA,ezrA,Septation ring formation regulator EzrA,BDMKMOGB_01094,IAAMHMBP_01173,PKFCGPHH_00674
group_462,,hypothetical protein,BDMKMOGB_01059,IAAMHMBP_01138,PKFCGPHH_00626
group_461,,hypothetical protein,BDMKMOGB_01084,IAAMHMBP_01163,PKFCGPHH_00684
fpgS,fpgS,Folylpolyglutamate synthase,BDMKMOGB_01089,IAAMHMBP_01168,PKFCGPHH_00679
sepF,sepF,Cell division protein SepF,BDMKMOGB_01071,IAAMHMBP_01150,PKFCGPHH_00614
murG,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,BDMKMOGB_01075,IAAMHMBP_01154,PKFCGPHH_00610
valS,valS,Valine--tRNA ligase,BDMKMOGB_01090,IAAMHMBP_01169,PKFCGPHH_00678
group_460,,hypothetical protein,BDMKMOGB_01055,IAAMHMBP_01134,PKFCGPHH_00630
rsmD,rsmD,Ribosomal RNA small subunit methyltransferase D,BDMKMOGB_01047,IAAMHMBP_01126,PKFCGPHH_01102
group_459,,hypothetical protein;(R)-mandelonitrile lyase,BDMKMOGB_01058,IAAMHMBP_01137,PKFCGPHH_00627
group_458,,hypothetical protein,BDMKMOGB_01096,IAAMHMBP_01175,PKFCGPHH_00672
def2,def2,Peptide deformylase 2,BDMKMOGB_01051,IAAMHMBP_01130,PKFCGPHH_01098
cynR,cynR,HTH-type transcriptional regulator CynR,BDMKMOGB_01057,IAAMHMBP_01136,PKFCGPHH_00628
ileS,ileS,isoleucine--tRNA ligase IleS,BDMKMOGB_01067,IAAMHMBP_01146,PKFCGPHH_00618
group_457,,hypothetical protein,BDMKMOGB_01101,IAAMHMBP_01179,PKFCGPHH_01280
